DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6160	P8586	P6218	P8587	P8587S1	P6211	P5455	P1088	P1088S1	P6216	P5457	P5673	P5674	P6223	P1101	P5461	P5461S1	P5461S2	P5461S3	P4693	P6167	P6180	P6180S1	P6180S2	P8610	P8610S1	P8610S2	P6229	P6229S1	P8612	P8612S1	P8612S2	P6238	P8614	P8614S1	P8614S2	P6202	P781	P781S1	P781S2	P782	P783	LLAVEHOG	FEX_C
6008471	1	1	1	1	2	5	3	5																																						60084711	1420.62987883977
6008472	1	1	1	1	2		5	11		1																																				60084721	203.289668084485
6008472	2	1	2	1	1						2	4			1		2	4		2	2	2	4	5	1	0	5000	2					2				2				1	1				60084721	203.289668084485
6008473	1	1	1	1	2		3	3																																						60084731	716.862238557761
6008474	1	1	1	1	2		9	4	4	4																																				60084741	337.645208196341
6008474	2	1	2	1	2	10	5	10		1																																				60084741	337.645208196341
6008475	1	1	1	1	2		3	5																																						60084751	203.289668084485
6008475	2	1	2	1	2	3	5	11		4																																				60084751	203.289668084485
6008476	1	1	1	1	2		3	5																																						60084761	923.689848791377
6008476	2	1	2	1	1						3	9			2	2	1	5		1	1	2	6	10	2			2					2				2									60084761	923.689848791377
6008476	3	1	3	1	1						3	7			1		1	1		2	2	2	2	10	1	0	3000	2					2				2				2		2	56	2	60084761	923.689848791377
6008476	4	1	4	2	1						2	2			1		1	1		2	2	2	6	15	1	0	4000	2					2				2				2		2	50	2	60084761	923.689848791377
6008477	1	1	1	2	2		1																																							60084771	743.180484472198
6008477	2	1	2	1	2	10	3	5																																						60084771	743.180484472198
6008478	1	1	1	1	2		4	7																																						60084781	626.176986827568
6008478	2	1	2	1	2		4	6																																						60084781	626.176986827568
6008479	1	1	1	1	2		5	11		1																																				60084791	644.889796478114
6008479	2	1	2	1	2		3	4																																						60084791	644.889796478114
6008479	3	1	3	1	2	3	5	11		1																																				60084791	644.889796478114
6008479	4	1	4	1	1						3	9			1		1	1		2	2	2	2	15	2			2					2				2				1	3				60084791	644.889796478114
6008479	5	1	5	1	1						4	10		1	1		1	5		2	2	2	3	20	2			2					2				2									60084791	644.889796478114
6008479	6	1	6	1	1						2	4			1		3	1		2	2	2	4	10	1	0	2000	2					2				2				1	2				60084791	644.889796478114
6008479	7	1	7	1	2	2	5	11		1																																				60084791	644.889796478114
6008479	8	1	8	1	1						3	6			1		1	1		2	2	2	2	15	1	0	3000	2					2				2				1	7				60084791	644.889796478114
6008480	1	1	1	1	2		3	2																																						60084801	626.176986827568
6008480	2	1	2	1	2		3	3																																						60084801	626.176986827568
6008481	1	1	1	1	2	9	4	9																																						60084811	671.911247479957
6008481	2	1	2	1	2	3	7	2	2	3																																				60084811	671.911247479957
6008481	3	1	3	1	1						2	3			1		3	1		2	2	2	4	5	1	0	4000	2					2				2				1	2				60084811	671.911247479957
6008482	1	1	1	1	2		5	11		4																																				60084821	376.17768172593
6008482	2	1	2	1	2		4	6																																						60084821	376.17768172593
6008482	1	2	1	1	1						4	10		1	1		1	4		2	2	2	3	10	2			2					2				2									60084822	376.17768172593
6008482	2	2	2	1	1						4	10		1	1		1	1		2	2	2	3	20	1	0	5000	2					2				2									60084822	376.17768172593
6008482	3	2	3	1	1						4	10		1	1		1	1		2	2	2	3	20	1	0	3000	2					2				2				1	4				60084822	376.17768172593
6008482	4	2	4	1	1						3	8			1		1	1		2	2	2	3	20	1	0	3500	2					2				2				1	3				60084822	376.17768172593
6008484	1	1	1	1	2		3	5																																						60084841	203.289668084485
6008484	2	1	2	1	1						3	8			1		1	1		2	2	2	2	60	1	0	2000	2					2				2				1	1				60084841	203.289668084485
6008485	1	1	1	1	2		5	11		1																																				60084851	337.645208196341
6008485	2	1	2	1	2		3	5																																						60084851	337.645208196341
6008486	1	1	1	1	2		5	10		1																																				60084861	293.842280281573
6008486	2	1	2	1	2	2	5	11		1																																				60084861	293.842280281573
6008486	3	1	3	1	1						2	5			1		3	1		2	2	2	4	10	1	0	3000	2					2				2				1	2				60084861	293.842280281573
6008487	1	1	1	1	2		5	11		1																																				60084871	779.801568714653
6008487	2	1	2	1	2		4	6																																						60084871	779.801568714653
6008487	3	1	3	1	1						5	1	0	1	1		1						3	30	2			2					2				2									60084871	779.801568714653
6008488	1	1	1	1	2		3	5																																						60084881	369.623824430053
6008489	1	1	1	1	1						5	1	0	4	1		1						4	5	2			2					1	56000	1	4	2									60084891	397.066988461138
6008490	1	1	1	1	2		3	5																																						60084901	301.798586627285
6008490	2	1	2	1	1						4	11		1	1		1	1		2	2	2	4	10	1	0	2000	2					2				2				1	1				60084901	301.798586627285
6008491	1	1	1	1	2	9	3	5																																						60084911	506.006002724525
6008491	2	1	2	1	2	3	5	11		1																																				60084911	506.006002724525
6008491	3	1	3	2	1						1	3			1		1	1		2	2	2	4	10	1	0	1000	2					2				2				1	2				60084911	506.006002724525
6008493	1	1	1	1	2		3	3																																						60084931	351.247852529642
6008493	2	1	2	1	2		3	1																																						60084931	351.247852529642
6008493	3	1	3	1	1						3	8			1		1	1		2	2	2	4	10	1	0	2000	2					2				2				1	2				60084931	351.247852529642
6008493	4	1	4	1	2	9	7	1	1	4																																				60084931	351.247852529642
6008493	5	1	5	1	1						2	5			1		1	1		2	2	2	4	6	1	0	7000	2					2				2				1	2				60084931	351.247852529642
6008494	1	1	1	1	2		3	2																																						60084941	420.533035898625
6008494	2	1	2	1	2		4	9																																						60084941	420.533035898625
6008494	3	1	3	1	2	5	5	11		4																																				60084941	420.533035898625
6008494	4	1	4	1	2	2	5	11		1																																				60084941	420.533035898625
6008495	1	1	1	1	2		3	1																																						60084951	360.400894344841
6008495	2	1	2	1	2		3	3																																						60084951	360.400894344841
6008495	3	1	3	1	2		3	1																																						60084951	360.400894344841
6008496	1	1	1	1	2		5	11		4																																				60084961	468.030476055379
6008496	2	1	2	1	2	8	5	11		1																																				60084961	468.030476055379
6008496	3	1	3	1	1						4	10		1	1		1	1		2	2	2	4	10	2			2					1	25000	4	4	2				1	2				60084961	468.030476055379
6008496	4	1	4	1	1						2	5			1		1	1		2	2	1	4	5	1	0	2000	2					1	20000	4	4	2				1	2				60084961	468.030476055379
6008496	5	1	5	2	1						1	3			1		1	1		2	2	1	4	5	2			2					1	20000	4	4	2				1	2				60084961	468.030476055379
6008497	1	1	1	2	2		3	1																																						60084971	295.189892692609
6008497	2	1	2	2	2		1																																							60084971	295.189892692609
6008498	1	1	1	1	2		3	3																																						60084981	212.773118108828
6008498	2	1	2	1	2		3	3																																						60084981	212.773118108828
6008499	1	1	1	1	1						4	10		1	1		2	2		2	2	2	1	40	2			2					2				2									60084991	506.006002724525
6008499	2	1	2	1	2	3	5	11		4																																				60084991	506.006002724525
6008499	3	1	3	2	1						1	3			1		1	1		2	2	2	4	5	1	0	2000	2					1	20000	4	4	2				1	2				60084991	506.006002724525
6008500	1	1	1	1	2		3	5																																						60085001	389.69771635987
6008500	2	1	2	1	2		3	1																																						60085001	389.69771635987
6008500	3	1	3	1	1						3	8			1		1	1		2	2	2	4	5	1	0	1000	2					2				2				1	4				60085001	389.69771635987
6008500	4	1	4	1	2	3	5	11		4																																				60085001	389.69771635987
6008501	1	1	1	1	2		3	1																																						60085011	340.595925141714
6008501	2	1	2	2	2		1																																							60085011	340.595925141714
6008502	1	1	1	1	2	3	7	2	2	1																																				60085021	326.775954735359
6008503	1	1	1	1	2	2	5	11		4																																				60085031	506.006002724525
6008503	2	1	2	1	2	5	4	9																																						60085031	506.006002724525
6008504	1	1	1	1	2	3	5	11		4																																				60085041	525.385657375779
6008504	2	1	2	1	1						5	1	0	4	1		1						4	5	2			2					2				2									60085041	525.385657375779
6008505	1	1	1	1	2		3	5																																						60085051	378.422093834038
6008505	2	1	2	1	2		3	3																																						60085051	378.422093834038
6008506	1	1	1	1	2		3	2																																						60085061	340.595925141714
6008506	2	1	2	2	2		1																																							60085061	340.595925141714
6008507	1	1	1	1	2	9	4	7																																						60085071	521.448173798507
6008507	2	1	2	1	2	4	4	7																																						60085071	521.448173798507
6008508	1	1	1	1	2		3	5																																						60085081	305.934002022727
6008508	2	1	2	1	1						3	7			1		1	1		2	2	2	4	5	1	0	2000	2					2				2				1	1				60085081	305.934002022727
6008508	3	1	3	1	1						3	7			1		1	1		2	2	2	4	5	1	0	2000	2					2				2				1	1				60085081	305.934002022727
6008508	1	2	1	1	2	2	3	4																																						60085082	305.934002022727
6008508	2	2	2	1	1						3	8			1		1	1		2	2	2	4	5	1	0	2000	2					2				2				4					60085082	305.934002022727
6008508	3	2	3	1	1						2	4			1		1	1		2	2	2	4	5	1	0	1000	2					2				2				1	1				60085082	305.934002022727
6008509	1	1	1	1	2		3	2																																						60085091	425.705434803572
6008509	2	1	2	1	2	9	4	6																																						60085091	425.705434803572
6008510	1	1	1	1	2		3	1																																						60085101	340.595925141714
6008510	2	1	2	1	2		3	5																																						60085101	340.595925141714
6008511	1	1	1	1	2		3	3																																						60085111	460.952575080682
6008511	2	1	2	1	2	3	5	11		4																																				60085111	460.952575080682
6008511	3	1	3	1	1						3	6			1		1	1		2	2	2	4	5	1	0	4000	2					2				2				1	1				60085111	460.952575080682
6008512	1	1	1	1	2		11	5	8	3																																				60085121	473.690495667891
6008513	1	1	1	1	2		3	5																																						60085131	404.023157080015
6008514	1	1	1	2	2		1																																							60085141	340.595925141714
6008514	2	1	2	1	2		3	3																																						60085141	340.595925141714
6008515	1	1	1	1	2		5	11		1																																				60085151	340.412463554826
6008515	2	1	2	1	2		5	11		1																																				60085151	340.412463554826
6008515	3	1	3	1	1						4	11		1	1		1	1		2	2	2	4	10	2			2					2				2									60085151	340.412463554826
6008515	1	2	1	1	2	9	5	11		1																																				60085152	340.412463554826
6008515	2	2	2	1	2	4	3	5																																	4					60085152	340.412463554826
6008516	1	1	1	2	2		1																																							60085161	326.775954735359
6008517	1	1	1	1	2		3	3																																						60085171	322.91441847901
6008517	2	1	2	1	2		3	4																																						60085171	322.91441847901
6008517	3	1	3	1	2	9	4	9																																						60085171	322.91441847901
6008517	4	1	4	1	2	10	4	6																																	1	2				60085171	322.91441847901
6008517	5	1	5	1	1						2	1			1		1	1		2	2	2	4	10	1	0	3000	2					2				2				1	2				60085171	322.91441847901
6008518	1	1	1	1	2	3	3	4																																						60085181	467.622866603805
6008518	2	1	2	1	1						4	10		1	1		1	1		2	2	1	4	10	1	0	3000	2					2				2				1	1				60085181	467.622866603805
6008518	3	1	3	1	1						3	6			1		1	1		2	2	1	4	15	1	0	3000	2					2				2				1	1				60085181	467.622866603805
6008518	4	1	4	1	1						2	4			1		1	1		2	2	1	4	10	1	0	3000	2					2				2				1	1				60085181	467.622866603805
6008519	1	1	1	1	2		3	2																																						60085191	358.61712463091
6008520	1	1	1	1	2	15	3	3																																						60085201	308.754755246162
6008520	2	1	2	1	2		3	3																																						60085201	308.754755246162
6008521	1	1	1	1	2		3	4																																						60085211	340.595925141714
6008521	2	1	2	1	2		3	2																																						60085211	340.595925141714
6008523	1	1	1	1	2	2	11	5	5	4																																				60085231	430.068232932716
6008523	2	1	2	1	2		3	5																																						60085231	430.068232932716
6008523	3	1	3	1	2		3	3																																						60085231	430.068232932716
6008525	1	1	1	1	2		1																																							60085251	404.023157080015
6008526	1	1	1	1	2		3	1																																						60085261	464.748045508204
6008526	1	2	1	2	2		1																																							60085262	464.748045508204
6008526	2	2	2	1	2		3	1																																						60085262	464.748045508204
6008526	3	2	3	1	2	9	5	11		4																																				60085262	464.748045508204
6008526	4	2	4	1	2	4	4	8																																						60085262	464.748045508204
6008526	6	2	6	1	1						2	4			1		1	1		2	2	2	4	5	1	0	2000	2					1	15000	4	4	2				2		2	39	1	60085262	464.748045508204
6008527	1	1	1	1	2		3	3																																						60085271	368.886896799946
6008527	2	1	2	1	2	10	4	8																																						60085271	368.886896799946
6008527	3	1	3	1	1						4	10		1	1		1	1		2	2	2	4	5	1	0	2000	2					2				2				4					60085271	368.886896799946
6008528	1	1	1	1	2		4	6																																						60085281	340.595925141714
6008528	2	1	2	2	2		3	1																																						60085281	340.595925141714
6008529	1	1	1	1	2		3	3																																						60085291	280.601175138043
6008529	2	1	2	1	2		3	2																																						60085291	280.601175138043
6008529	3	1	3	1	2	9	5	11		4																																				60085291	280.601175138043
6008529	4	1	4	1	1						3	9			1		1	1		2	2	2	4	5	1	0	3000	2					2				2				1	1				60085291	280.601175138043
6008529	5	1	5	1	1						5	1	2	4	1		1						1	45	2			2					2				2									60085291	280.601175138043
6008530	1	1	1	1	2	9	11	5	6	1																																				60085301	326.775954735359
6008531	1	1	1	1	2		3	2																																						60085311	340.595925141714
6008531	2	1	2	2	2		1																																							60085311	340.595925141714
6008532	1	1	1	1	2	7	3	2																																						60085321	388.006313477338
6008532	2	1	2	1	1						2	2			1		1	1		2	2	2	4	5	1	200	4000	2					1	30000	4	4	2				2		2	39	1	60085321	388.006313477338
6008533	1	1	1	2	2		1																																							60085331	253.308055449175
6008533	2	1	2	1	2		7	3	3	1																																				60085331	253.308055449175
6008533	3	1	3	1	1						5	2	2	4	1		1						1	30	2			2					2				2									60085331	253.308055449175
6008533	4	1	4	1	1						4	11		4	1		1	1		2	2	2	4	5	1	200	2000	2					2				2				1	1				60085331	253.308055449175
6008533	5	1	5	1	2	9	5	11		1																																				60085331	253.308055449175
6008533	7	1	7	1	2	9	5	11		1																																				60085331	253.308055449175
6008533	8	1	8	1	2		3	5																																						60085331	253.308055449175
6008534	1	1	1	1	2		3	3																																						60085341	404.023157080015
6008535	1	1	1	1	2		5	11		4																																				60085351	509.943486301796
6008535	2	1	2	1	1						4	11		4	1		1	1		2	2	2	4	5	2			2					2				2									60085351	509.943486301796
6008536	1	1	1	1	2		3	5																																						60085361	308.754755246162
6008536	2	1	2	1	2		3	2																																						60085361	308.754755246162
6008537	1	1	1	1	2		3	5																																						60085371	445.510404006699
6008537	2	1	2	1	2		3	3																																						60085371	445.510404006699
6008537	3	1	3	1	1						2	5			1		1	1		2	2	2	4	5	1	200	3000	2					2				2				1	2				60085371	445.510404006699
6008538	1	1	1	1	2		3	5																																						60085381	448.713127559817
6008538	2	1	2	1	2	8	5	11		1																																				60085381	448.713127559817
6008540	1	1	1	1	2		3	5																																						60085401	410.263263729589
6008540	2	1	2	1	2	9	11	5	5	1																																				60085401	410.263263729589
6008541	1	1	1	1	1						4	11		4	1		1	1		2	2	2	4	5	1	0	3000	2					2				2									60085411	464.1552986338
6008541	2	1	2	1	1						3	8			1		1	1		2	2	2	4	10	1	0	3000	2					2				2				1	1				60085411	464.1552986338
6008542	1	1	1	1	2		3	5																																						60085421	641.230230015117
6008542	2	1	2	1	2	2	4	7																																						60085421	641.230230015117
6008542	3	1	3	2	2	1	1																																		1	2				60085421	641.230230015117
6008543	1	1	1	1	2	3	5	11		1																																				60085431	502.100256480975
6008543	2	1	2	1	2	3	5	11		1																																				60085431	502.100256480975
6008543	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	200	2000	2					2				2				1	2				60085431	502.100256480975
6008544	1	1	1	1	2		3	5																																						60085441	635.86674040112
6008544	2	1	2	1	2		3	2																																						60085441	635.86674040112
6008545	1	1	1	1	2	2	3	5																																						60085451	1435.84080408933
6008545	2	1	2	1	2		4	8																																						60085451	1435.84080408933
6008545	3	1	3	1	1						4	11		1	1		2	1		2	2	2	4	5	1	200	3000	2					2				2				1	2				60085451	1435.84080408933
6008545	4	1	4	1	1						3	8			1		2	1		2	2	2	4	5	1	200	3000	2					2				2				1	2				60085451	1435.84080408933
6008545	5	1	5	1	1						2	3			1		2	1		2	2	2	4	5	1	200	3000	2					2				2				1	2				60085451	1435.84080408933
6008546	1	1	1	1	2		3	2																																						60085461	750.181566762719
6008547	1	1	1	1	2		5	11		1																																				60085471	368.992106118606
6008547	2	1	2	1	2		3	5																																						60085471	368.992106118606
6008547	3	1	3	1	2	8	5	11		1																																				60085471	368.992106118606
6008547	4	1	4	1	2	3	5	11		1																																				60085471	368.992106118606
6008548	1	1	1	1	2		3	5																																						60085481	502.100256480975
6008548	2	1	2	1	2		3	5																																						60085481	502.100256480975
6008548	3	1	3	1	2	10	5	11		1																																				60085481	502.100256480975
6008549	1	1	1	1	2		3	5																																						60085491	502.100256480975
6008549	2	1	2	1	2		3	2																																						60085491	502.100256480975
6008549	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	200	7000	2					1	15000	4	4	2				1	2				60085491	502.100256480975
6008551	1	1	1	1	2		3	2																																						60085511	502.100256480975
6008551	2	1	2	1	2		5	11		1																																				60085511	502.100256480975
6008551	3	1	3	1	2	8	5	11		1																																				60085511	502.100256480975
6008552	1	1	1	1	2	3	5	11		1																																				60085521	827.942049682526
6008552	2	1	2	1	2	3	5	11		1																																				60085521	827.942049682526
6008552	3	1	3	1	1						2	3			1		2	1		2	2	2	4	5	1	200	5000	2					1	20000	4	4	2				1	2				60085521	827.942049682526
6008552	4	1	4	1	1						2	3			1		2	1		2	2	2	4	5	1	200	5000	2					1	20000	4	4	2				1	2				60085521	827.942049682526
6008553	1	1	1	1	2		3	5																																						60085531	206.435466843024
6008553	2	1	2	1	1						3	6			1		1	1		2	2	2	4	5	1	200	3000	2					2				2				4					60085531	206.435466843024
6008554	1	1	1	2	2		1																																							60085541	753.870106388786
6008554	2	1	2	2	2		1																																							60085541	753.870106388786
6008554	3	1	3	2	2		1																																							60085541	753.870106388786
6008555	1	1	1	1	2	9	13	2	7	1																																				60085551	206.435466843024
6008556	1	1	1	1	2	9	3	5																																						60085561	641.230230015117
6008556	2	1	2	1	2	8	4	6																																						60085561	641.230230015117
6008556	3	1	3	1	1						2	1			1		2	1		2	2	2	4	5	1	200	1000	2					2				2				1	2				60085561	641.230230015117
6008557	1	1	1	2	2		1																																							60085571	298.556107324449
6008558	1	1	1	1	2		4	9																																						60085581	365.09635591496
6008558	2	1	2	1	2		3	4																																						60085581	365.09635591496
6008559	1	1	1	1	2		3	2																																						60085591	298.389332225856
6008559	2	1	2	1	2		3	4																																						60085591	298.389332225856
6008559	3	1	3	1	1						2	3			1		2	1		2	2	2	4	6	1	200	2000	2					2				2				1	2				60085591	298.389332225856
6008560	1	1	1	1	2		3	5																																						60085601	860.068707191084
6008560	2	1	2	1	2		3	2																																						60085601	860.068707191084
6008560	3	1	3	1	1						2	1			1		2	1		2	2	2	4	5	1	200	3000	2					2				2				1	2				60085601	860.068707191084
6008561	1	1	1	1	2		5	11		1																																				60085611	827.942049682526
6008561	2	1	2	1	2	2	5	11		1																																				60085611	827.942049682526
6008561	3	1	3	2	1						1	2			1		1	1		2	2	2	4	5	1	200	2000	2					2				2				1	2				60085611	827.942049682526
6008562	1	1	1	1	2		3	2																																						60085621	298.556107324449
6008563	1	1	1	1	2		3	1																																						60085631	298.556107324449
6008564	1	1	1	1	1						4	11		1	1		2	1		2	2	2	4	5	2			2					2				2				4					60085641	417.370171443526
6008566	1	1	1	1	2		3	1																																						60085661	427.729430548276
6008566	2	1	2	1	1						2	3			1		2	1		2	2	2	4	5	1	200	5000	2					1	10000	4	4	2				1	1				60085661	427.729430548276
6008567	1	1	1	1	2		3	3																																						60085671	298.556107324449
6008568	1	1	1	1	2		4	7																																						60085681	502.100256480975
6008568	2	1	2	1	2		3	5																																						60085681	502.100256480975
6008568	3	1	3	1	1						3	8			1		2	1		2	2	2	4	5	1	200	2000	2					1	10000	4	4	2				1	2				60085681	502.100256480975
6008569	1	1	1	1	2	9	5	11		1																																				60085691	298.389332225856
6008569	2	1	2	1	1						3	6			1		1	1		2	2	2	4	5	1	0	2000	2					2				2				4					60085691	298.389332225856
6008569	3	1	3	1	1						2	2			1		2	1		2	2	2	4	5	1	200	2000	2					2				2				1	2				60085691	298.389332225856
6008570	1	1	1	1	2		3	3																																						60085701	342.870086995047
6008570	2	1	2	1	2		3	5																																						60085701	342.870086995047
6008571	1	1	1	1	2		3	1																																						60085711	2155.34050967133
6008571	2	1	2	1	2		3	5																																						60085711	2155.34050967133
6008572	1	1	1	1	2		3	5																																						60085721	823.794960923025
6008572	2	1	2	1	2		5	11		1																																				60085721	823.794960923025
6008572	3	1	3	1	2	7	7	1	1	1																																				60085721	823.794960923025
6008572	4	1	4	1	1						3	9			1		2	1		2	2	2	4	5	2			2					1	24000	4	4	2				1	2				60085721	823.794960923025
6008573	1	1	1	1	2		3	5																																						60085731	298.556107324449
6008574	1	1	1	1	2		3	5																																						60085741	654.869120760899
6008574	2	1	2	1	2		4	9																																						60085741	654.869120760899
6008574	3	1	3	1	2	8	5	11		1																															1	2				60085741	654.869120760899
6008574	4	1	4	1	1						2	5			1		2	1		2	2	2	4	5	1	0	2000	2					2				2				1	1				60085741	654.869120760899
6008574	5	1	5	2	1						1	1			1		2	1		2	2	2	4	10	1	0	3000	2					2				2				1	2				60085741	654.869120760899
6008575	1	1	1	1	2	8	5	11		1																																				60085751	639.929054487499
6008575	2	1	2	1	2	8	7	2	2	1																																				60085751	639.929054487499
6008576	1	1	1	1	2		3	1																																						60085761	635.86674040112
6008576	2	1	2	2	2		1																																							60085761	635.86674040112
6008577	1	1	1	1	2		3	2																																						60085771	727.955297842806
6008578	1	1	1	1	2		3	3																																						60085781	688.812076148384
6008578	2	1	2	1	2	10	3	2																																						60085781	688.812076148384
6008578	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	200	5000	2					1	35000	4	4	2				1	2				60085781	688.812076148384
6008579	1	1	1	1	2		3	5																																						60085791	206.435466843024
6008580	1	1	1	1	2		3	1																																						60085801	727.955297842806
6008581	1	1	1	2	2		1																																							60085811	750.181566762719
6008582	1	1	1	1	2		3	5																																						60085821	298.389332225856
6008582	2	1	2	1	2	9	5	11		4																																				60085821	298.389332225856
6008582	3	1	3	1	1						3	9			1		2	1		2	2	2	4	5	1	200	2000	2					2				2				4					60085821	298.389332225856
6008582	4	1	4	1	1						3	8			1		1	1		2	2	2	4	5	2			2					2				2				1	3				60085821	298.389332225856
6008583	1	1	1	1	2	9	3	5																																						60085831	3628.95100371098
6008583	2	1	2	1	2	3	5	11		1																																				60085831	3628.95100371098
6008583	3	1	3	1	1						2	2			1		2	1		2	2	2	4	5	1	150	8000	2					1	40000	4	4	2				1	2				60085831	3628.95100371098
6008585	1	1	1	1	2		3	1																																						60085851	893.481618651657
6008585	2	1	2	1	2		5	11		1																																				60085851	893.481618651657
6008585	3	1	3	1	1						3	9			1		2	1		2	2	2	4	5	1	200	2000	2					2				2				4					60085851	893.481618651657
6008586	1	1	1	1	2		5	11		1																																				60085861	206.435466843024
6008586	2	1	2	1	1						3	9			1		2	1		2	2	2	4	5	2			2					2				2				1	1				60085861	206.435466843024
6008587	1	1	1	1	2		3	3																																						60085871	298.556107324449
6008589	1	1	1	1	2		3	3																																						60085891	206.435466843024
6008590	1	1	1	1	2		3	5																																						60085901	1098.03850598729
6008590	2	1	2	1	2		3	1																																						60085901	1098.03850598729
6008590	3	1	3	1	2	10	3	5																																						60085901	1098.03850598729
6008590	4	1	4	1	1						3	6			1		2	1		2	2	2	4	5	1	0	2500	2					2				2				1	2				60085901	1098.03850598729
6008590	5	1	5	1	1						4	11		1	1		2	1		2	2	2	4	5	1	0	3000	2					2				2									60085901	1098.03850598729
6008590	1	2	1	1	2	9	5	11		1																																				60085902	1098.03850598729
6008590	2	2	2	1	2	4	5	11		1																																				60085902	1098.03850598729
6008591	1	1	1	1	2		5	11		1																																				60085911	206.435466843024
6008592	1	1	1	1	2	9	3	5																																						60085921	417.370171443526
6008593	1	1	1	1	2		5	11		1																																				60085931	513.213793383682
6008593	2	1	2	1	2		3	3																																						60085931	513.213793383682
6008594	1	1	1	1	2		11	5	5	1																																				60085941	1157.90417482709
6008594	2	1	2	1	1						3	8			2	2	1	1		1	1	1	2	10	2			2					2				2				1	1				60085941	1157.90417482709
6008595	1	1	1	1	2		5	11		2																																				60085951	1518.15768232436
6008595	2	1	2	1	2		9	2	4	1																																				60085951	1518.15768232436
6008595	3	1	3	1	1						6	2	3	1	1		1						3	45	2			2					2				2									60085951	1518.15768232436
6008595	4	1	4	1	1						2	4			2	2	1	1		2	2	2	1	10	2			2					2				2				1	2				60085951	1518.15768232436
6008595	5	1	5	1	2		3	4																																						60085951	1518.15768232436
6008596	1	1	1	1	2		5	11		1																																				60085961	1708.90800636232
6008596	2	1	2	1	2		7	1	1	1																																				60085961	1708.90800636232
6008596	3	1	3	1	1						7	2	2	1	1		1						3	60	2			2					2				2									60085961	1708.90800636232
6008596	4	1	4	1	1						3	9			2	2	1	1		1	1	1	4	15	2			2					2				2				1	1				60085961	1708.90800636232
6008596	5	1	5	1	1						2	4			2	2	1	1		1	1	1	4	15	2			2					2				2				1	1				60085961	1708.90800636232
6008597	1	1	1	1	2	2	10	5	6	1																																				60085971	1096.15122948673
6008597	2	1	2	1	1						7	3	4	1	1		1						6	20	2			2					2				2									60085971	1096.15122948673
6008598	1	1	1	1	2		11	5	5	1																																				60085981	1474.89766551191
6008598	2	1	2	1	1						2	4			1		1	1		2	2	2	2	20	2			2					2				2				1	1				60085981	1474.89766551191
6008599	1	1	1	1	2		5	11		1																																				60085991	1101.73528487297
6008599	2	1	2	1	2		11	5	5	1																																				60085991	1101.73528487297
6008599	3	1	3	1	2		7	1	1	2																																				60085991	1101.73528487297
6008599	4	1	4	1	1						4	11		1	2	2	1	1		1	1	1	1	10	2			2					2				2				1	1				60085991	1101.73528487297
6008600	1	1	1	1	2		3	2																																						60086001	856.431451847226
6008600	2	1	2	1	2		3	2																																						60086001	856.431451847226
6008600	1	2	1	1	2	3	4	8																																						60086002	856.431451847226
6008600	2	2	2	1	1						3	7			1		2	1		1	1	2	4	10	2			2					2				2				1	1				60086002	856.431451847226
6008600	3	2	3	1	1						2	3			1		2	1		1	2	2	4	5	1	100	2000	2					2				2				1	1				60086002	856.431451847226
6008600	4	2	4	2	1						1	1			1		2	1		1	2	2	4	5	1	100	2000	2					2				2				1	1				60086002	856.431451847226
6008601	1	1	1	1	2		3	1																																						60086011	1211.67182476641
6008601	2	1	2	1	2		3	5																																						60086011	1211.67182476641
6008601	3	1	3	2	2		1																																							60086011	1211.67182476641
6008601	4	1	4	1	1						4	10		1	1		1	1		2	2	2	4	20	2			2					2				2				1	2				60086011	1211.67182476641
6008601	5	1	5	1	1						2	2			1		1	1		2	2	2	4	5	1	0	1200	2					2				2				1	2				60086011	1211.67182476641
6008602	1	1	1	2	2		1																																							60086021	1068.77691329656
6008603	1	1	1	1	2		3	3																																						60086031	1662.6601625336
6008603	2	1	2	1	1						3	6			1		1	1		1	2	2	4	10	2			2					2				2				1	1				60086031	1662.6601625336
6008603	3	1	3	1	2	5	5	10		1																																				60086031	1662.6601625336
6008603	4	1	4	2	1						1	1			1		1	1		1	2	2	4	10	1	0	2000	2					2				2				1	1				60086031	1662.6601625336
6008604	1	1	1	1	2		13	1	6	1																																				60086041	2013.80084309023
6008604	2	1	2	1	1						5	2	2	5	1		1						6	10	2			2					2				2									60086041	2013.80084309023
6008604	3	1	3	1	1						2	3			1		1	1		2	2	2	6	5	2			2					2				2				1	2				60086041	2013.80084309023
6008604	4	1	4	1	1						2	2			1		1	1		2	2	2	6	5	2			2					2				2				1	2				60086041	2013.80084309023
6008604	5	1	5	1	1						2	2			1		1	1		2	2	2	6	5	2			2					2				2				1	2				60086041	2013.80084309023
6008605	1	1	1	1	2		3	2																																						60086051	1035.2358881899
6008605	2	1	2	1	2		5	11		1																																				60086051	1035.2358881899
6008606	1	1	1	1	2		4	7																																						60086061	1229.67278677623
6008606	2	1	2	1	2		3	5																																						60086061	1229.67278677623
6008606	3	1	3	1	2	3	5	11		1																																				60086061	1229.67278677623
6008606	4	1	4	1	1						4	11		1	1		1	3		1	2	2	1	10	2			2					2				2									60086061	1229.67278677623
