DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6160	P8586	P6218	P8587	P8587S1	P6211	P5455	P1088	P1088S1	P6216	P5457	P5673	P5674	P6223	P1101	P5461	P5461S1	P5461S2	P5461S3	P4693	P6167	P6180	P6180S1	P6180S2	P8610	P8610S1	P8610S2	P6229	P6229S1	P8612	P8612S1	P8612S2	P6238	P8614	P8614S1	P8614S2	P6202	P781	P781S1	P781S2	P782	P783	LLAVEHOG	FEX_C
6013630	1	1	1	1	2		3	5																																						60136301	457.508345640313
6013630	2	1	2	1	2		4	7																																						60136301	457.508345640313
6013630	3	1	3	1	1						4	11		1	1		1	5		2	2	1	4	20	2			2					2				2									60136301	457.508345640313
6013630	4	1	4	1	2	16	5	10		1																																				60136301	457.508345640313
6013630	6	1	6	1	2	2	5	11		1																																				60136301	457.508345640313
6013630	7	1	7	1	1						2	2			1		1	1		2	2	1	4	20	1	0	2000	2					2				2				1	2				60136301	457.508345640313
6013631	1	1	1	2	2		1																																							60136311	389.083503735076
6013631	2	1	2	1	2	3	5	11		1																																				60136311	389.083503735076
6013631	3	1	3	1	2	9	4	9																																						60136311	389.083503735076
6013631	4	1	4	1	1						2	2			1		1	1		2	2	2	4	8	1	0	1000	2					2				2				1	1				60136311	389.083503735076
6013632	1	1	1	1	2		5	11		1																																				60136321	356.706292526288
6013632	2	1	2	1	1						5	1	1	6	1		1						4	10	2			2					2				2									60136321	356.706292526288
6013632	3	1	3	1	2	2	5	11		6																																				60136321	356.706292526288
6013632	4	1	4	1	1						3	6			1		1	1		2	2	2	4	30	2			2					2				2				1	2				60136321	356.706292526288
6013633	1	1	1	1	2		1																																							60136331	273.706757225362
6013633	2	1	2	1	2	2	5	11		1																																				60136331	273.706757225362
6013633	3	1	3	1	1						2	4			1		1	1		2	2	1	4	7	1	0	2000	2					2				2				1	1				60136331	273.706757225362
6013633	4	1	4	1	1						2	1			1		1	1		2	2	1	4	9	1	0	2000	2					2				2				1	1				60136331	273.706757225362
6013634	1	1	1	1	2	2	5	11		4																																				60136341	369.933635132201
6013634	2	1	2	1	1						5	1	0	5	1		1						1	6	2			1	420000	3	1		2				2									60136341	369.933635132201
6013635	1	1	1	1	2		4	6																																						60136351	343.316752498332
6013635	2	1	2	1	2		3	3																																						60136351	343.316752498332
6013635	3	1	3	1	2	10	4	9																																						60136351	343.316752498332
6013635	4	1	4	1	2	2	5	11		1																																				60136351	343.316752498332
6013635	5	1	5	2	1						1	1			1		1	1		2	2	1	4	5	2			2					2				2				1	4				60136351	343.316752498332
6013635	6	1	6	1	2	2	5	11		1																																				60136351	343.316752498332
6013636	1	1	1	1	2		3	2																																						60136361	231.826330752015
6013640	1	1	1	1	1						8	1	12	5	1		1						6	5	2			2					2				2									60136401	361.091031516003
6013640	2	1	2	1	2		9	2	8	5																																				60136401	361.091031516003
6013640	3	1	3	1	1						3	7			1		1	1		2	2	2	3	5	1	0	2000	2					1	70000	2	4	2				2		2	68	3	60136401	361.091031516003
6013640	4	1	4	1	1						2	4			1		1	1		2	2	2	3	5	1	0	2000	2					1	30000	2	4	2				2		2	68	3	60136401	361.091031516003
6013641	1	1	1	1	2	2	5	11		1																																				60136411	495.21196118339
6013641	2	1	2	1	2	5	10	2	2	1																																				60136411	495.21196118339
6013641	3	1	3	2	2	1	1																																		1	2				60136411	495.21196118339
6013642	1	1	1	1	2	2	5	11		1																																				60136421	337.645761335285
6013642	2	1	2	1	1						2	4			1		1	1		2	2	1	4	10	2			2					2				2				2		2	62	10	60136421	337.645761335285
6013643	1	1	1	1	2	2	9	3	3	1																																				60136431	448.305728728729
6013643	2	1	2	1	2	2	5	11		1																																				60136431	448.305728728729
6013644	1	1	1	1	2		5	11		5																																				60136441	416.434700229876
6013645	1	1	1	1	2		11	5	12	5																																				60136451	423.346128444219
6013645	2	1	2	1	1						5	2	1	5	1		1						4	10	2			2					2				2									60136451	423.346128444219
6013645	3	1	3	1	1						3	6			1		1	1		2	2	2	4	10	1	0	1000	2					1	65000	2	4	2				2		2	68	3	60136451	423.346128444219
6013645	4	1	4	1	1						2	2			1		1	1		2	2	2	4	5	1	0	500	2					1	30000	2	4	2				2		2	68	3	60136451	423.346128444219
6013646	1	1	1	1	2	2	5	11		1																																				60136461	358.978417017008
6013646	2	1	2	1	2	2	5	11		1																																				60136461	358.978417017008
6013647	1	1	1	1	2		4	6																																						60136471	280.471229479797
6013647	2	1	2	1	1						3	7			1		1	1		2	2	1	4	15	2			2					2				2				1	1				60136471	280.471229479797
6013647	3	1	3	1	1						2	3			1		1	1		2	2	1	4	15	2			2					2				2				1	1				60136471	280.471229479797
6013647	4	1	4	2	1						2	1			1		1	1		2	2	1	4	15	2			2					2				2				1	1				60136471	280.471229479797
6013648	1	1	1	1	2		3	3																																						60136481	260.550464883689
6013648	2	1	2	2	2		1																																							60136481	260.550464883689
6013648	3	1	3	2	2	10	3	1																																						60136481	260.550464883689
6013648	4	1	4	2	2	12	1																																		1	1				60136481	260.550464883689
6013649	1	1	1	1	2		4	7																																						60136491	302.346887350722
6013649	2	1	2	1	1						3	6			1		1	1		2	2	1	4	20	2			2					2				2				4					60136491	302.346887350722
6013649	3	1	3	1	1						3	6			1		1	1		2	2	1	4	15	2			2					2				2				1	1				60136491	302.346887350722
6013649	4	1	4	2	2	10	1																																		4					60136491	302.346887350722
6013650	1	1	1	1	2		5	11		5																																				60136501	386.510894704942
6013650	2	1	2	1	2		3	5																																						60136501	386.510894704942
6013650	3	1	3	1	1						2	3			1		1	1		2	2	2	4	5	1	0	500	2					1	30000	2	4	2				1	2				60136501	386.510894704942
6013651	1	1	1	1	2		7	1	12	5																																				60136511	409.366607810088
6013651	2	1	2	1	1						4	10		5	1		1	1		2	2	2	4	8	1	0	800	2					1	86000	2	4	2				1	3				60136511	409.366607810088
6013651	3	1	3	1	2	2	7	2	2	5																																				60136511	409.366607810088
6013657	1	1	1	2	2		1																																							60136571	2751.45022847737
6013657	2	1	2	1	2	3	5	11		1																																				60136571	2751.45022847737
6013657	3	1	3	1	1						3	9			1		1	2		2	2	2	3	20	2			2					2				2				1	1				60136571	2751.45022847737
6013657	4	1	4	1	1						2	5			1		1	2		2	2	2	3	20	2			2					2				2				1	1				60136571	2751.45022847737
6013658	1	1	1	1	2		3	3																																						60136581	1679.03239582925
6013658	2	1	2	1	2		5	11		1																																				60136581	1679.03239582925
6013658	3	1	3	1	2		5	11		1																																				60136581	1679.03239582925
6013658	4	1	4	1	2		3	3																																						60136581	1679.03239582925
6013659	1	1	1	1	2		3	5																																						60136591	2926.15149949562
6013659	2	1	2	1	2		4	6																																						60136591	2926.15149949562
6013659	3	1	3	1	2	3	5	11		3																																				60136591	2926.15149949562
6013659	4	1	4	1	2	9	5	11		3																																				60136591	2926.15149949562
6013659	5	1	5	1	2	4	4	9																																						60136591	2926.15149949562
6013659	6	1	6	1	1						2	5			1		1	1		2	2	2	4	10	1	0	2000	2					2				2				1	2				60136591	2926.15149949562
6013659	7	1	7	1	1						2	4			1		1	2		2	2	2	4	10	1	0	3000	2					2				2				1	2				60136591	2926.15149949562
6013659	9	1	9	1	2	2	5	11		2																																				60136591	2926.15149949562
6013659	10	1	10	1	2	4	5	11		3																																				60136591	2926.15149949562
6013660	1	1	1	1	2	2	5	11		1																																				60136601	2993.95155112047
6013660	2	1	2	1	2	9	5	11		1																																				60136601	2993.95155112047
6013660	3	1	3	1	1						2	5			1		1	1		2	2	2	4	10	1	0	4000	2					2				2				1	1				60136601	2993.95155112047
6013660	4	1	4	1	1						2	3			1		1	1		2	2	2	4	10	1	0	4000	2					2				2				1	1				60136601	2993.95155112047
6013660	5	1	5	1	2		3	5																																						60136601	2993.95155112047
6013660	6	1	6	1	2		4	7																																						60136601	2993.95155112047
6013660	7	1	7	1	2	2	5	11		1																																				60136601	2993.95155112047
6013660	8	1	8	1	1						2	1			1		1	1		2	2	2	4	10	1	0	4000	2					2				2				1	7				60136601	2993.95155112047
6013660	11	1	11	1	2	2	5	11		1																																				60136601	2993.95155112047
6013661	1	1	1	1	2		4	6																																						60136611	1629.3052623701
6013661	2	1	2	1	2		4	7																																						60136611	1629.3052623701
6013661	3	1	3	1	1						3	8			1		1	1		2	2	2	4	15	2			2					2				2				1	1				60136611	1629.3052623701
6013661	4	1	4	1	2	9	4	9																																						60136611	1629.3052623701
6013661	5	1	5	1	2		3	2																																						60136611	1629.3052623701
6013662	1	1	1	1	2		3	2																																						60136621	1285.2504633692
6013662	2	1	2	1	2		3	3																																						60136621	1285.2504633692
6013662	3	1	3	1	2	4	4	7																																						60136621	1285.2504633692
6013662	4	1	4	1	1						2	4			1		1	1		2	2	2	4	10	1	1000	5000	2					2				2				1	2				60136621	1285.2504633692
6013663	1	1	1	1	2		4	6																																						60136631	1793.33622064717
6013663	2	1	2	1	2	15	3	5																																						60136631	1793.33622064717
6013663	3	1	3	1	2	10	3	3																																						60136631	1793.33622064717
6013663	4	1	4	1	2	2	5	11		1																																				60136631	1793.33622064717
6013663	5	1	5	1	2	2	5	11		2																																				60136631	1793.33622064717
6013663	7	1	7	1	2		3	5																																						60136631	1793.33622064717
6013664	1	1	1	1	2		3	5																																						60136641	2517.07265867972
6013664	2	1	2	2	2		3	2																																						60136641	2517.07265867972
6013664	3	1	3	1	2	3	4	9																																						60136641	2517.07265867972
6013664	4	1	4	2	2	3	1																																		1	2				60136641	2517.07265867972
6013664	5	1	5	2	2	3	2	1																																	1	2				60136641	2517.07265867972
6013664	6	1	6	2	1						2	1			1		1	1		2	2	2	6	10	2			2					2				2				1	2				60136641	2517.07265867972
6013664	7	1	7	2	2	3	3	1																																						60136641	2517.07265867972
6013664	8	1	8	1	1						2	4			1		1	1		2	2	2	4	10	2			2					2				2				1	2				60136641	2517.07265867972
6013664	9	1	9	2	2	3	3	1																																						60136641	2517.07265867972
6013665	1	1	1	1	2		3	3																																						60136651	249.38633179943
6013665	2	1	2	1	2		3	2																																						60136651	249.38633179943
6013665	3	1	3	1	2		4	7																																						60136651	249.38633179943
6013665	5	1	5	1	2		3	3																																						60136651	249.38633179943
6013665	6	1	6	1	1						3	7			1		1	1		2	2	2	4	10	2			2					2				2				1	5				60136651	249.38633179943
6013665	7	1	7	1	2	2	4	9																																						60136651	249.38633179943
6013665	8	1	8	1	1						2	3			1		1	1		2	2	2	4	10	2			2					2				2				1	7				60136651	249.38633179943
6013665	9	1	9	1	2	3	4	9																																						60136651	249.38633179943
6013666	1	1	1	2	2		1																																							60136661	617.699466502011
6013666	2	1	2	2	2		1																																							60136661	617.699466502011
6013666	3	1	3	2	2	3	2	3																																						60136661	617.699466502011
6013666	4	1	4	1	1						2	1			1		1	1		2	2	2	4	10	2			2					2				2				1	2				60136661	617.699466502011
6013666	5	1	5	1	2	3	4	6																																						60136661	617.699466502011
6013666	6	1	6	1	2	4	4	6																																						60136661	617.699466502011
6013667	1	1	1	1	2		3	2																																						60136671	442.419079452903
6013667	2	1	2	2	2		1																																							60136671	442.419079452903
6013667	3	1	3	1	2	5	3	1																																						60136671	442.419079452903
6013667	4	1	4	2	2	10	1																																							60136671	442.419079452903
6013667	5	1	5	1	1						2	4			1		1	1		2	2	2	4	10	1	0	3000	2					1	30000	2	4	2				1	3				60136671	442.419079452903
6013668	1	1	1	1	2		4	8																																						60136681	532.845233000215
6013668	2	1	2	1	2		3	5																																						60136681	532.845233000215
6013668	3	1	3	1	1						3	7			1		1	1		2	2	2	4	15	2			2					1	73000	2	4	2				1	2				60136681	532.845233000215
6013668	4	1	4	1	1						3	7			1		1	1		2	2	2	4	10	1	0	2000	2					2				2				1	2				60136681	532.845233000215
6013668	5	1	5	1	2	5	5	11		6																																				60136681	532.845233000215
6013668	6	1	6	1	2		3	5																																						60136681	532.845233000215
6013669	1	1	1	1	2		4	8																																						60136691	1858.86932699846
6013669	2	1	2	1	2	9	4	6																																						60136691	1858.86932699846
6013669	3	1	3	1	1						3	7			1		1	1		2	2	2	4	15	1	0	2000	2					2				2				1	2				60136691	1858.86932699846
6013669	4	1	4	1	1						2	2			1		1	1		2	2	2	4	10	1	0	3000	2					2				2				1	2				60136691	1858.86932699846
6013670	1	1	1	1	2		5	11		1																																				60136701	1895.16873616254
6013670	2	1	2	1	2		5	11		1																																				60136701	1895.16873616254
6013670	3	1	3	1	1						4	10		1	1		1	1		2	2	2	4	10	1	0	3000	2					2				2				1	1				60136701	1895.16873616254
6013671	1	1	1	1	2		3	5																																						60136711	646.130007202912
6013671	2	1	2	1	2		3	5																																						60136711	646.130007202912
6013671	3	1	3	1	1						2	5			1		2	1		2	2	2	4	10	1	0	3000	2					1	30000	2	4	2				1	2				60136711	646.130007202912
6013671	4	1	4	1	2		4	6																																						60136711	646.130007202912
6013671	5	1	5	1	2		5	11		6																																				60136711	646.130007202912
6013671	6	1	6	1	1						4	11		1	1		2	1		2	2	2	4	10	1	0	3000	2					1	110000	2	4	2				1	2				60136711	646.130007202912
6013671	7	1	7	1	1						2	4			1		2	1		2	2	2	4	5	1	0	3000	2					1	30000	2	4	2				1	2				60136711	646.130007202912
6013671	8	1	8	1	1						2	3			1		2	1		2	2	2	4	10	1	0	2000	2					1	30000	1	4	2				1	2				60136711	646.130007202912
6013672	1	1	1	1	2		3	5																																						60136721	675.601956898116
6013672	2	1	2	1	2		4	7																																						60136721	675.601956898116
6013672	3	1	3	1	1						3	6			1		2	1		2	2	2	4	10	2			2					1	73000	2	4	2				1	1				60136721	675.601956898116
6013672	4	1	4	1	1						3	6			1		2	1		2	2	2	4	10	1	0	3000	2					1	73000	2	4	2				1	1				60136721	675.601956898116
6013673	1	1	1	1	2		3	4																																						60136731	590.778749630982
6013673	2	1	2	1	2		3	5																																						60136731	590.778749630982
6013673	3	1	3	1	1						4	11		1	1		2	1		2	2	2	4	5	1	0	3000	2					2				2									60136731	590.778749630982
6013673	4	1	4	1	1						4	10		1	1		2	1		2	2	2	4	5	1	0	4000	2					1	70000	2	4	2				1	2				60136731	590.778749630982
6013673	5	1	5	1	2	5	4	8																																						60136731	590.778749630982
6013673	6	1	6	1	2	9	3	5																																						60136731	590.778749630982
