"DIRECTORIO","CANT_HOG_COMPLETOS","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P1070","P4005","P4015","P4567","P8520","P8520S1","P8520S1A1","P8520S3","P8520S4","P8520S4A1","P8520S5","P4065","P4065S1","P4065S2","P4065S3","P4065S4","P5661","P5661S1","P5661S2","P5661S3","P5661S4","P5661S5","P5661S6","P5661S7","P5661S9","P1891","P1891S1","P1891S2","P1891S3","P1891S4","P1891S5","P1_DEPARTAMENTO","FEX_C","CLASE"
6008992,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"13",3069.46256137722,1
6008993,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,1,4,4,1.79769313486232e+308,2,1,2,2,2,"13",3569.07287576911,1
6008994,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,3,2,1,1,2,1,1.79769313486232e+308,2,1,2,2,2,"13",2856.25963692125,1
6008995,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,1,1,1,1,"13",2984.4265636185,1
6008996,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,1,1,4,4,1.79769313486232e+308,2,1,2,2,2,"13",3027.23700975773,1
6008999,1,1,1,1,3,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,2,2,2,2,1,1.79769313486232e+308,2,1,1,1,1,"13",2458.54578534002,1
6009000,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"13",3028.46434926716,1
6009002,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,3,1,2,1,2,4,3,1.79769313486232e+308,1,1,2,2,2,"13",1537.59434828274,1
6009003,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,1,2,2,1.79769313486232e+308,1,2,2,2,2,"13",1705.35950267578,1
6009004,1,1,1,1,1,4,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,3,3,2,3,2,3,3,1.79769313486232e+308,1,2,1,2,2,"13",1690.23677669086,2
6009005,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,2,1,2,1,2,4,1,1.79769313486232e+308,2,2,2,2,2,"13",534.367709643256,2
6009006,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,2,4,4,1,2,4,1,1.79769313486232e+308,2,2,2,1,2,"13",715.907589090324,2
6009007,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,3,1,1.79769313486232e+308,2,2,1,2,2,"13",1980.63310928289,2
6009008,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,3,1,1,3,1,1.79769313486232e+308,1,2,1,2,2,"13",1236.17426101296,2
6009009,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,1,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,2,3,2,1.79769313486232e+308,2,2,2,2,2,"13",1077.23835884216,2
6009010,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,3,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,2,"13",1377.51529798741,2
6009011,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,4,2,2,1,3,4,1,1.79769313486232e+308,2,1,1,2,2,"13",406.661994664486,2
6009012,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,3,2,1,3,3,1,1.79769313486232e+308,2,2,1,2,2,"13",574.066310048018,2
6009013,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,2,1,1,2,4,1,1.79769313486232e+308,2,2,1,2,2,"13",319.965846226865,2
6009014,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,3,3,1,1,2,3,1,1.79769313486232e+308,2,2,1,2,1,"13",506.086558677358,2
6009015,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"13",547.044852549895,2
6009016,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,2,1,1,2,3,1,1.79769313486232e+308,2,2,1,2,1,"13",506.086558677358,2
6009017,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,3,2,1,1,4,1,1.79769313486232e+308,1,2,1,2,1,"13",585.026123604979,2
6009018,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,1,2,3,2,1.79769313486232e+308,2,1,1,2,2,"13",1789.16263054799,2
6009019,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,0,2,1,2,2,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,1,2,2,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"13",1879.75007508733,2
6009020,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,4,1,1,4,4,1,1.79769313486232e+308,2,1,1,2,2,"13",547.044852549895,2
6009021,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,4,1,1,1,2,4,1,1.79769313486232e+308,1,2,1,2,2,"13",354.511147897304,2
6009022,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,1,1,1,1,4,1,1.79769313486232e+308,1,2,2,2,2,"13",523.377815343742,2
6009023,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,2,2,2,3,1,1.79769313486232e+308,2,2,2,2,2,"13",1018.78143728264,2
6009024,1,1,1,1,1,3,6,4,1.79769313486232e+308,1,1,2,1,1,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,2,1,1,4,3,1,1.79769313486232e+308,2,1,1,1,2,"47",443.696032107074,2
6009025,1,1,1,1,1,2,7,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,2,2,1,4,4,1,1.79769313486232e+308,1,1,1,2,2,"47",699.643714110383,2
6009026,1,1,1,1,1,4,7,4,1.79769313486232e+308,1,1,2,1,1,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,2,1,1,2,2,1,1.79769313486232e+308,1,1,1,2,2,"47",487.105194799326,2
6009027,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,2,1,2,"47",544.691670371856,2
6009028,1,1,1,1,1,4,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,4,4,1,1.79769313486232e+308,2,2,2,2,2,"47",484.008472684729,2
6009029,1,1,1,1,1,4,7,4,1.79769313486232e+308,1,1,2,1,1,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,1,1,2,2,"47",544.691670371856,2
6009030,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,1,1,1,3,1,1.79769313486232e+308,1,1,1,1,2,"47",772.463633846906,2
6009031,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,4,1,1,1.79769313486232e+308,1,1,1,2,2,"47",487.105194799326,2
6009032,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,1,1,2,"47",709.520159500199,2
6009033,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,2,2,1,2,1,4,4,1,1.79769313486232e+308,1,1,1,1,2,"47",912.536208544004,2
6009034,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,2,1,2,1,1,3,1,1.79769313486232e+308,2,1,2,2,2,"47",607.687387064442,2
6009035,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",25.0059363253764,1
6009036,1,1,1,1,3,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,2,2,2,1,1.79769313486232e+308,2,1,2,2,2,"88",32.8381313246692,1
6009038,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,4,1,1,7,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",23.2288706019199,1
6009039,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,1,1,1,2,2,"88",32.8381313246692,1
6009040,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,1,2,2,1,1.79769313486232e+308,1,1,2,2,2,"88",36.4329442289361,1
6009041,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,5,1,1,7,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,2,1,2,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",32.8381313246692,1
6009043,1,1,1,1,2,1,6,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,3,2,3,2,3,2,1.79769313486232e+308,1,1,2,2,2,"88",22.6570671619026,1
6009044,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,3,2,2,2,2,1,1.79769313486232e+308,2,2,1,2,2,"88",23.6451992616297,1
6009045,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,2,2,2,2,1.79769313486232e+308,1,2,1,2,2,"88",57.5653742804626,1
6009046,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,3,2,2,3,2,3,3,1.79769313486232e+308,2,2,2,2,2,"88",23.6451992616297,1
6009047,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,4,1,1,7,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,3,2,1,1,1.79769313486232e+308,1,2,2,2,2,"88",41.1172883863075,1
6009048,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,4,1,1,7,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,2,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",29.3010071776693,1
6009049,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,2,2,2,1,1.79769313486232e+308,2,2,2,2,2,"88",27.0079505161996,1
6009050,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",45.4273195133613,1
6009051,1,1,1,1,3,1,5,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,1,2,1,1,1.79769313486232e+308,2,2,2,2,3,2,3,2,1.79769313486232e+308,1,1,1,1,1,"88",26.499572313102,1
6009052,1,1,1,1,3,1,6,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,1,2,1,1,1.79769313486232e+308,1,3,3,3,3,3,3,3,1.79769313486232e+308,1,1,1,1,1,"88",33.5813498465691,1
6009053,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,"88",45.3504450290097,1
6009054,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",25.5415066223354,1
6009055,1,1,1,1,1,1,6,1,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,1,1,1,2,"88",27.6214915963769,1
6009056,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",63.5505894901104,1
6009058,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",23.6451992616297,1
6009059,1,1,1,1,2,1,6,1,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,"88",37.4238549977684,1
6009060,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"88",22.6570671619026,1
6009061,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,"88",26.499572313102,1
6009062,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,3,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",17.9522532245628,1
6009064,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"88",23.6451992616297,1
6009065,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",46.3120520000993,1
6009066,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",26.304319900953,1
6009067,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,2,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",16.0962591750844,1
6009068,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,4,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",38.0418943606897,1
6009069,1,1,1,1,2,1,5,1,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",43.3047517309933,1
6009070,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",39.4357214511565,1
6009073,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",32.43432418461,1
6009074,1,1,1,1,3,1,4,1,1.79769313486232e+308,1,2,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",39.6309738633054,1
6009075,1,1,1,1,3,1,4,1,1.79769313486232e+308,1,1,1,1,3,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,3,3,3,3,3,3,3,3,1.79769313486232e+308,1,2,1,2,2,"88",41.1172883863075,1
6009076,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,6,1,1,7,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",32.5961755573894,1
6009077,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"88",23.6451992616297,1
6009078,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,3,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"88",26.304319900953,1
6009080,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"88",27.7546166259543,1
6009081,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"91",232.238752230869,1
6009082,1,1,1,1,3,5,5,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,3,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"91",431.947097431479,1
6009083,1,1,1,1,3,1,4,4,1.79769313486232e+308,1,2,1,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,"91",567.684772878176,1
6009084,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,3,1,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,"91",200.301324087175,1
6009085,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,3,1,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"91",423.836666016037,1
6009086,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,3,1,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,"91",463.956202946393,1
6009087,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,4,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"91",198.17735338081,1
6009121,1,1,1,1,1,1,5,2,1.79769313486232e+308,1,2,2,1,1,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,4,2,2,1,1,1,2,2,1.79769313486232e+308,2,2,1,1,1,"15",369.355132974004,2
6009122,1,1,1,1,1,5,7,4,1.79769313486232e+308,2,1.79769313486232e+308,2,2,1.79769313486232e+308,2,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,1,2,2,2,"15",5317.22373616888,2
6009123,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,2,1,1,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,"15",377.295984537619,2
6009124,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,3,3,4,1,4,4,4,4,1.79769313486232e+308,2,2,1,2,2,"15",385.236836101234,2
6009125,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",369.355132974004,2
6009126,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",375.374155766774,2
6009127,1,1,1,1,1,1,5,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",3407.96640111834,2
6009128,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,2,2,2,2,"15",2058.24192112615,1
6009129,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,1,4,1,1.79769313486232e+308,2,2,2,2,2,"15",3407.96640111834,2
6009130,1,1,1,1,1,2,7,3,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",3138.41915548528,2
6009132,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",1998.80991724599,1
6009133,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,1,1,2,1.79769313486232e+308,2,2,2,2,2,"15",355.395258617619,2
6009134,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,2,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",377.295984537619,2
6009135,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,2,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,3,1.79769313486232e+308,1,2,1,1,2,"15",384.275921715812,2
6009136,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,2,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,2,1,1,1,1,3,2,1.79769313486232e+308,1,2,1,1,2,"15",362.375195795812,2
6009137,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,2,1,1,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,1,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,1,1,"15",354.434344232197,2
6009138,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,4,2,2,4,4,1,1,1.79769313486232e+308,2,2,2,2,2,"15",1701.13146991929,1
6009139,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,2,"15",3633.42959635914,1
6009140,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,3,1,1.79769313486232e+308,2,2,2,2,2,"15",2292.76826344096,1
6009141,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,2,2,2,2,1,1.79769313486232e+308,2,2,2,2,2,"15",3218.42151163294,1
6009142,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"15",3232.13066896748,1
6009143,1,1,1,1,1,3,6,4,1.79769313486232e+308,1,1,2,1,8,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"41",263.879263654421,2
6009144,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,8,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,1,1,2,"41",562.138310304991,2
6009145,1,1,1,1,1,3,4,4,1.79769313486232e+308,1,1,1,1,8,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,2,1,2,1.79769313486232e+308,2,1,2,1,2,"41",234.311618162907,2
