"DIRECTORIO","CANT_HOG_COMPLETOS","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P1070","P4005","P4015","P4567","P8520","P8520S1","P8520S1A1","P8520S3","P8520S4","P8520S4A1","P8520S5","P4065","P4065S1","P4065S2","P4065S3","P4065S4","P5661","P5661S1","P5661S2","P5661S3","P5661S4","P5661S5","P5661S6","P5661S7","P5661S9","P1891","P1891S1","P1891S2","P1891S3","P1891S4","P1891S5","P1_DEPARTAMENTO","FEX_C","CLASE"
6000110,1,1,1,1,1,1,6,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,1,4,4,1,1,1,1.79769313486232e+308,2,1,2,2,2,"66",1571.11655241402,1
6000111,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,4,4,2,1,4,1,1,1.79769313486232e+308,2,2,2,2,2,"66",1639.50484494269,1
6000112,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"66",1822.60108746436,1
6000113,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,2,4,1,1.79769313486232e+308,2,2,2,2,2,"66",3101.40702573307,1
6000114,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",1418.77360586487,1
6000115,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,4,3,1,1,1.79769313486232e+308,2,2,2,2,2,"66",2235.14239798135,1
6000116,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,2,1,2,2,1.79769313486232e+308,2,1,1,2,1,"66",1756.67263133593,1
6000117,1,1,1,1,2,1,6,2,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",1976.1610899437,1
6000118,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",1455.35708812627,1
6000119,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,4,1,1,1,1,1.79769313486232e+308,1,1,1,2,2,"66",1339.59762383852,1
6000122,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,4,1,1,1.79769313486232e+308,2,2,2,2,2,"66",1743.23383926271,1
6000123,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",2314.3183800077,1
6000124,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,1,2,2,1,"66",1141.66755671739,1
6000125,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",1616.52229234767,1
6000126,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",2634.27404500725,1
6000128,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"66",2072.99402227519,1
6000129,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",4713.63043948548,1
6000130,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,3,2,1,1.79769313486232e+308,2,1,2,2,2,"05",5019.70224602885,1
6000131,1,1,1,1,2,1,6,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,2,4,4,1,1.79769313486232e+308,1,1,1,2,1,"05",7536.72840020724,1
6000132,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,1,1,1,1.79769313486232e+308,2,2,1,2,2,"05",4728.86936904074,1
6000133,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,"05",4594.07481491396,1
6000134,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,4,2,1,1,1.79769313486232e+308,1,2,2,2,2,"05",6351.97480173569,1
6000136,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",4396.14453030213,1
6000137,1,1,1,1,2,1,6,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,1,1,2,1.79769313486232e+308,2,2,2,2,2,"05",4195.37904826401,1
6000138,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,2,3,3,3,1.79769313486232e+308,2,2,2,2,2,"05",3610.64238921563,1
6000139,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",5831.21911425122,1
6000140,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,2,1,1,4,1.79769313486232e+308,2,2,2,2,2,"05",3265.23593614556,1
6000141,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,4,4,4,1,1,4,4,1.79769313486232e+308,2,2,2,2,2,"05",4471.6639779434,1
6000143,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,2,2,1,3,3,3,1.79769313486232e+308,1,1,2,2,2,"05",3043.40948917371,1
6000144,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,1,2,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,4,2,2,1,4,4,1.79769313486232e+308,2,2,2,1,2,"05",3322.14408555028,1
6000145,1,1,1,1,1,1,6,1,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,3,3,3,2,3,3,3,1.79769313486232e+308,1,1,2,2,2,"05",2807.58213590625,1
6000146,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,2,1,1,3,3,2,1.79769313486232e+308,2,1,2,2,2,"05",4524.19370769766,1
6000147,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,2,2,1.79769313486232e+308,2,2,2,2,2,"05",4739.0879771313,1
6000148,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,2,1,2,1,1.79769313486232e+308,1,1,1,2,1,"85",587.616953056647,1
6000150,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,3,2,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"85",372.631725961703,1
6000152,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,4,4,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"85",442.206118403276,1
6000153,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"85",418.149630916739,1
6000154,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"85",601.268877453403,1
6000155,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,2,2,1,1.79769313486232e+308,1,1,2,2,2,"85",250.279224075838,1
6000156,1,1,1,1,3,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"85",470.501024635991,1
6000157,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"85",250.279224075838,1
6000158,1,1,1,1,3,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,1,1,2,2,2,"85",315.426865242449,1
6000159,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"85",428.392337497225,1
6000160,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"85",442.206118403276,1
6000162,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"85",697.491475594392,1
6000163,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,1,1,1,1,2,"85",315.426865242449,1
6000164,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,2,1.79769313486232e+308,2,2,2,2,2,"85",250.279224075838,1
6000166,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,1,1,2,2,2,"85",727.049317096293,1
6000167,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,1,1,2,2,1,"85",369.166675358283,1
6000169,1,1,1,1,3,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"85",524.614935638213,1
6000170,1,1,1,1,3,1,4,3,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"85",524.614935638213,1
6000171,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,1,2,2,2,2,"85",554.29825826751,1
6000172,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"85",369.166675358283,1
6000174,1,1,1,1,1,1,1,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"85",250.279224075838,1
6000175,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,2,4,1.79769313486232e+308,1,1,2,1,2,"85",279.572285027584,1
6000176,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,2,4,2,1,1,1.79769313486232e+308,2,1,2,2,2,"85",315.426865242449,1
6000177,1,1,1,1,1,2,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,2,2,1,1.79769313486232e+308,1,1,2,2,1,"68",1595.60748788622,1
6000178,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,3,1,2,1.79769313486232e+308,2,1,2,2,2,"68",1922.79708711624,1
6000179,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,3,2,1,1.79769313486232e+308,2,2,1,2,2,"68",1783.33186345859,1
6000180,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,2,3,1,1.79769313486232e+308,2,2,1,2,1,"68",1934.21013064475,1
6000181,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"68",2301.88431042184,1
6000182,1,1,1,1,1,1,4,5,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,3,1,1,1.79769313486232e+308,2,1,2,2,2,"68",2215.16996074938,1
6000183,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,1,1,1,3,2,1,1.79769313486232e+308,1,1,2,2,2,"68",1870.65607106471,1
6000184,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"54",2890.36837180212,1
6000185,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"54",3113.14305543326,1
6000186,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,1,1,1.79769313486232e+308,1,1,2,2,2,"54",2393.16014187997,1
6000187,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"54",2734.36415777393,1
6000188,1,1,1,1,1,5,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,2,1,2,4,1,1.79769313486232e+308,2,1,2,1,2,"54",3430.52344946929,1
6000189,1,1,1,1,1,1,6,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,1,1,4,1.79769313486232e+308,2,2,2,2,2,"54",3200.78066288848,1
6000190,1,1,1,1,3,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,3,1,2,4,4,1,1.79769313486232e+308,2,1,2,2,2,"54",2745.17793325368,1
6000191,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,1,2,2,"54",2831.82959421106,1
6000192,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,1,2,2,"54",3330.91859708949,1
6000193,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"54",2289.01916195589,1
6000194,1,1,1,1,2,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,1,1,2,"54",2393.16014187997,1
6000195,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"54",2989.71458119553,1
6000196,1,1,1,1,2,8,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"54",2641.76425684104,1
6000197,1,1,1,1,3,5,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,2,"54",2914.45063664646,1
6000198,1,1,1,1,3,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,1,2,1,1.79769313486232e+308,2,1,2,2,2,"54",2393.16014187997,1
6000199,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,2,1,1,1,1,2,1,1.79769313486232e+308,2,2,1,2,2,"54",2293.08662897512,1
6000200,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"54",2492.50635127337,1
6000201,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"54",2517.23439608535,1
6000202,1,1,1,1,1,2,4,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,1,4,1,1.79769313486232e+308,1,2,2,1,2,"54",163.75671762972,2
6000203,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"54",163.75671762972,2
6000204,1,1,1,1,1,3,6,4,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"54",157.141459926027,2
6000205,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,"81",508.545164808716,1
6000206,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,1,"81",246.492172233645,1
6000207,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",558.445678859727,1
6000208,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"81",246.492172233645,1
6000209,1,1,1,1,3,8,7,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,3,2,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"81",329.325183787585,1
6000210,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"81",246.492172233645,1
6000211,1,1,1,1,2,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",325.242504930332,1
6000212,1,1,1,1,2,1,6,4,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,2,2,1,1.79769313486232e+308,1,1,1,1,2,"81",334.346525806602,1
6000213,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,"81",605.775653660833,1
6000214,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,1,2,1,1,2,1,1.79769313486232e+308,1,2,1,1,2,"81",396.227495972382,1
6000215,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",363.580700960471,1
6000216,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,2,2,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",462.695354253605,1
6000217,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,1,1,2,"81",246.492172233645,1
6000218,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,1,2,2,2,"81",254.675651982178,1
6000219,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"81",343.300839435914,1
6000220,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,2,2,2,2,1.79769313486232e+308,1,1,1,1,2,"81",976.022109453392,1
6000221,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",503.473810306688,1
6000222,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,3,1.79769313486232e+308,2,2,2,2,2,"81",595.687932620868,1
6000223,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"81",516.676825849889,1
6000224,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,2,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",516.676825849889,1
6000225,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,2,2,1,1.79769313486232e+308,2,2,1,1,2,"81",310.654044424003,1
6000226,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"81",310.654044424003,1
6000232,1,1,1,1,3,1,4,4,1.79769313486232e+308,1,3,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"81",663.245036378029,1
6000234,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,3,1,1,7,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"81",310.654044424003,1
6000235,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",246.492172233645,1
6000236,1,1,1,1,3,1,4,4,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"81",246.492172233645,1
6000237,1,1,1,1,3,1,4,4,1.79769313486232e+308,1,2,1,1,7,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,3,2,1,1,1.79769313486232e+308,2,2,2,2,2,"81",246.492172233645,1
6000238,1,1,1,1,3,1,4,2,1.79769313486232e+308,1,3,1,1,7,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,2,1,2,1,1.79769313486232e+308,2,2,2,2,2,"81",516.676825849889,1
