DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P5000	P5010	P5016	P5016S2	P5016S3	P5016S4	P5016S5	P5016S6	P5666	P8526	P5022	P5024	P5030	P1892	P1892S1	P1892S2	P1892S3	P1892S4	P1893	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P5012S8	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	LLAVEHOG	FEX_C	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU
6005896	1	1	1	3	2							2	2	1	1	1		1		1		2	1	2										2	2	2	2	2	2	2	2	10		6	1		4	2		1	60058961	23.6451992616297	2	1750000	1750000	875000	0
6005897	1	1	1	2	1				1			2	2	1	1	1				1		1	1	2										1	1	1	2	1	2	2	2	10		6	1		4	2		1	60058971	33.1806504498958	1	150000	150000	150000	0
6005899	1	1	1	3	2				1			2	2	1	1	1		1	1			1	1	2										2	2	2	2	2	2	2	2	10		6	3		4	2		1	60058991	27.854576964874	4	1795640	1795640	448910	0
6005900	1	1	1	3	2				1			2	1	1	1	1		1		1		1	1	2										1	1	2	2	2	2	2	2	10		6	3		4	2		2	60059001	34.1514199015914	4	1683140	1683140	420785	0
6005901	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	1	2	1	10		6	1		4	2		2	60059011	19.9532815811457	4	4996666.66666667	4996666.66666667	1249166.66666667	0
6005902	1	1	1	1	1				1			2	2	1	1	1		1				1	1	2										1	1	1	1	1	1	1	1	10		6	5	2				2	60059021	26.499572313102	1	700000	700000	700000	0
6005903	1	1	1	2	1		1					2	2	1	1	1		1				1	1	2										1	1	1	1	1	2	1	1	10		6	3		4	2		2	60059031	38.0418943606897	2	2700000	2700000	1350000	0
6005904	1	1	1	1	1		1					2	2	1	1	1		1				1	1	2										1	1	1	1	1	1	1	1	1	2	6	5	2				2	60059041	26.499572313102	1	2000000	2000000	2000000	0
6005905	1	1	1	2	1						1	2	2	1	1	1		1		1		1	1	2										1	1	1	1	1	1	1	1	1	2	6	3		4	2		2	60059051	20.6113738638862	2	1900000	1900000	950000	0
6005906	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	1	2	1	10		6	1		4	2		2	60059061	39.981600710061	2	946666.666666667	946666.666666667	473333.333333333	0
6005907	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	1	2	1	10		6	1		4	2		2	60059071	28.3982270204604	5	2575000	2575000	515000	0
6005908	1	1	1	4	2				1			2	1	1	1	1		1	1			1	1	2										1	1	1	1	1	1	2	1	10		6	1		4	2		2	60059081	79.7856005194463	6	1725000	1725000	287500	0
6005912	1	1	1	4	2			1				1	1	1	1	1		1	1	1		1	4	1		1		1	1					1	1	1	1	1	1	2	1	1	1	2	1		2	2		2	60059121	1961.88118496853	4	1255000	1255000	313750	0
6005913	1	1	1	5	3			1			1	1	1	1	2	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	1	1	6	1		2	2		2	60059131	918.636501661199	4	2509806.66666667	2509806.66666667	627451.666666667	0
6005917	1	1	1	4	3				1			2	2	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	2	1	1	1		5	1	4	2	60059171	184.358203956844	4	1150000	1150000	287500	0
6005918	1	1	1	4	3				1			1	1	2	1	1		1	1	1		1	1	1		1	1	1						1	1	1	2	2	2	2	2	1	1	4	1		2	2		1	60059181	1555.46895188307	4	1399806.66666667	1399806.66666667	349951.666666667	0
6005919	1	1	1	3	2		1					1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	1	2	2	2	1	1	1	1		2	2		2	60059191	937.210547663725	3	3758333.33333333	3758333.33333333	1252777.77777778	0
6005920	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	1	1	2	1	1	1	6	1		2	2		2	60059201	866.510871630291	2	1200000	1200000	600000	0
6005921	1	1	1	4	3						1	1	1	1	1	1		1	1	1		1	1	1		1	1	1						1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60059211	1418.54920197556	5	1472500	1472500	294500	0
6005922	1	1	1	4	1				1			2	1	1	1	1		1	1			1	3	2										2	1	2	2	2	2	2	1	2	1	1	1		6	2		2	60059221	346.905209519566	1	266666.666666667	266666.666666667	266666.666666667	0
6005923	1	1	1	3	2						1	2	1	1	1	1			1			1	3	1		1	1	1	1		1			1	1	1	1	1	2	2	1	6		2	1		4	1	6	2	60059231	512.727874864075	4	845000	845000	211250	0
6005924	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	3	1		1	1	1	1					1	1	2	2	2	2	2	2	2	1	2	1		4	2		2	60059241	452.458661129448	4	1358333.33333333	1358333.33333333	339583.333333333	0
6005925	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	3	2										2	2	2	2	2	2	2	2	2	1	1	5	1				2	60059251	409.195165867547	1	400000	400000	400000	0
6005926	1	1	1	3	1				1			2	1	2	1	1			1			1	3	2										2	1	1	2	2	2	2	2	2	1	1	4		6	2		2	60059261	384.918946233406	1	500000	500000	500000	0
6005927	1	1	1	3	2				1			2	6							1		1	3	2										2	1	1	2	2	2	2	2	2	1	1	1		6	2		2	60059271	413.888154092888	4	1040000	1040000	260000	0
6005928	1	1	1	2	1		1				1	2	1	2	1	1		1	1			1	3	1		1		1	1					1	1	1	1	1	2	2	1	6		1	4		4	1	6	2	60059281	920.170715240592	2	1490000	1490000	745000	0
6005929	1	1	1	3	3				1			2	1	1	1	1			1			1	3	1			1	1			1			1	1	1	1	1	2	2	1	6		2	1		4	1	6	2	60059291	2693.49903345586	3	370000	370000	123333.333333333	0
6005930	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		1	60059301	1147.12083785429	1	2400000	2400000	2400000	0
6005931	1	1	1	3	1				1			1	1	2	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	2	4	1		2	2		1	60059311	1041.98126324301	2	8500000	8500000	4250000	0
6005932	1	1	1	3	1				1			1	1	1	2	1		1	1	1		1	1	1		1		1						1	1	1	2	2	2	2	1	1	1	4	1		2	2		1	60059321	970.198520608139	2	7500000	7500000	3750000	0
6005933	1	1	1	4	2				1			2	1	1	1	1			1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	2	1		4	2		2	60059331	880.056025746829	3	900000	900000	300000	0
6005934	1	1	1	2	1		1					1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	6	1		2	2		1	60059341	1376.37308605348	1	1050000	1050000	1050000	0
6005935	1	1	1	5	1				1			2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	2	6	1		4	2		2	60059351	767.071721499999	1	2100000	2100000	2100000	0
6005936	1	1	1	5	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	1	1	2	1	1	2	2	1		4	2		1	60059361	792.265238145919	3	1558333.33333333	1558333.33333333	519444.444444444	0
6005937	1	1	1	5	2				1			2	1	1	3	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	2	4	1		4	2		2	60059371	745.317100366011	3	2550000	2550000	850000	0
6005938	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	2	1		4	2		2	60059381	812.408959901766	2	1500000	1500000	750000	0
6005939	1	1	1	4	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	2	2	1		4	2		2	60059391	1152.52477047336	1	1150000	1150000	1150000	0
6005940	1	1	1	5	1				1			2	2	1	3	1		1	1	1		1	1	1		1								1	1	1	2	1	2	2	1	1	1	6	1		4	2		2	60059401	248.251087932232	2	5516550	5516550	2758275	0
6005941	1	1	1	2	1				1			2	2	2	1	1			1			1	1	2										1	1	1	2	2	2	2	2	1	1	2	1		4	2		2	60059411	1561.19908200235	3	630000	630000	210000	0
6005942	1	1	1	2	1				1			2	2	2	1	1			1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60059421	925.698581750589	1	716666.666666667	716666.666666667	716666.666666667	0
6005943	1	1	1	3	2				1			2	2	2	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	1	1	1		4	2		2	60059431	1369.04572459178	2	1265000	1265000	632500	0
6005944	1	1	1	5	3				1			1	1	1	2	1		1	1	1		1	1	1		1								1	1	1	1	2	2	2	1	1	2	2	1		2	2		1	60059441	1340.37342293933	3	2100000	2100000	700000	0
6005945	1	1	1	1	1		1	1				2	2	2	1	1			1	1		1	1	2										1	1	2	2	1	2	2	1	1	1	1	2		4	2		2	60059451	1107.21801930308	7	2451666.66666667	2451666.66666667	350238.095238095	0
6005946	1	1	1	3	2		1	1				2	2	2	1	1			1			1	1	2										1	1	2	2	1	2	2	1	1	1	1	1		4	2		2	60059461	1359.14398002069	3	821666.666666667	821666.666666667	273888.888888889	0
6005947	1	1	1	4	3				1			2	2	2	1	1			1	1		1	1	2										2	1	2	2	1	2	2	1	1	1	5	1		4	2		2	60059471	956.857477090285	5	2294166.66666667	2294166.66666667	458833.333333333	0
6005948	1	1	1	3	2		1					2	2	2	1	1			1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	2	1		4	2		2	60059481	681.99351578209	3	1261666.66666667	1261666.66666667	420555.555555556	0
6005949	1	1	1	2	1		1					2	2	2	1	1			1			1	1	2										1	1	2	2	1	2	2	2	1	1	1	1		4	2		2	60059491	649.986532889914	1	480000	480000	480000	0
6005950	1	1	1	3	1		1					2	2	1	1	1			1			1	1	2										1	1	2	2	2	2	2	1	1	1	1	1		4	2		2	60059501	925.698581750589	1	300000	300000	300000	0
6005951	1	1	1	4	2		1	1				1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	4	1		2	2		2	60059511	1201.26366960146	2	1650000	1650000	825000	0
6005952	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	1	1		2	2		2	60059521	1702.89226171343	3	1658333.33333333	1658333.33333333	552777.777777778	0
6005953	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60059531	1567.66597734732	2	1000000	1000000	500000	0
6005954	1	1	1	3	2		1					1	1	1	1	1			1	1		1	1	1		1	1	1	1					1	1	2	2	2	1	2	1	1	1	1	1		2	2		1	60059541	1201.26366960146	2	1000000	1000000	500000	0
6005955	1	1	1	4	1				1			1	1	2	2	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	1	1	1		2	2		1	60059551	916.055688860972	1	2293833.33333333	2293833.33333333	2293833.33333333	0
6005956	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		2	2		1	60059561	1121.1409406814	3	1200000	1200000	400000	0
6005957	1	1	1	2	1				1			2	1	1	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		4	2		2	60059571	995.215366299363	2	1000000	1000000	500000	0
6005958	1	1	1	4	2				1			2	2	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	2	1	1		4	2		2	60059581	718.269488990701	3	2225000	2225000	741666.666666667	0
6005959	1	1	1	2	2				1			2	2	2	1	1			1			1	1	2										1	1	1	2	2	2	2	1	1	1	1	4		4	1	6	2	60059591	1194.76236086688	5	675000	675000	135000	0
6005960	1	1	1	3	3				1			2	2	2	1	1			1			1	1	2										1	1	1	2	2	2	2	1	1	1	1	4		4	2		2	60059601	1381.3739480501	6	1250000	1250000	208333.333333333	0
6005962	1	1	1	2	1				1			1	1	2	1	1		1	1	1		1	1	1				1	1					1	1	1	2	2	2	2	1	2	1	2	1		2	2		2	60059621	2238.58811353891	1	525000	525000	525000	0
6005982	1	1	1	4	2						1	1	1	1	3	1		1	1	1		1	1	1		1	1	1	1		1			1	2	1	2	2	1	1	2	1	1	4	1		2	2		1	60059821	1834.95075689286	3	11800000	11800000	3933333.33333333	0
6005985	1	1	1	4	3			1				2	2	2	1	1		1	1	1		1	5	1			1	1	1	1	1			1	1	2	1	1	1	2	1	10		6	1		4	1	6	2	60059851	78.187204604117	6	1740000	1740000	290000	0
6005986	1	1	1	3	2				1			2	2	1	1	1			1	1		1	6	1				1						1	1	1	1	2	2	2	1	6		2	1		4	2		2	60059861	72.49223554902	2	1087000	1087000	543500	0
6005987	1	1	1	1	1				1			2	6								1	2	6	1				1						2	2	2	1	2	2	2	2	6		1	2		4	2		2	60059871	75.5357239068994	2	280000	280000	140000	0
6005988	1	1	1	4	1				1			1	1	1	3	1		1	1	1		1	1	1				1	1					1	1	1	2	2	1	2	1	1	1	2	1		2	2		1	60059881	2223.5796077724	1	7699806.66666667	7699806.66666667	7699806.66666667	0
6005989	1	1	1	2	1				1			2	2	1	1	1		1	1	1		1	4	2										1	1	2	1	1	2	2	2	7		1	1		4	2		2	60059891	123.755222555333	2	1120000	1120000	560000	0
6005990	1	1	1	3	2				1			2	2	1	1	1		1	1	1		1	3	2										1	1	1	1	2	2	2	1	3		4	1		4	2		2	60059901	115.472881692448	7	720000	720000	102857.142857143	0
6005991	1	1	1	3	2				1			2	2	1	1	1		1	1	1		2	3	2										1	1	2	2	2	2	2	1	3		1	1		4	2		2	60059911	123.434096386287	4	540000	540000	135000	0
6005992	1	1	1	3	2						1	2	2	1	1	1		1	1	1		1	3	2										1	1	2	2	1	2	2	2	7		1	1		4	2		2	60059921	123.434096386287	4	2145000	2145000	536250	0
6005993	1	1	1	3	2					1		2	2	2	1	1			1			1	3	2										1	1	2	1	2	2	2	2	3		2	1		4	2		2	60059931	118.126619923728	6	2155000	2155000	359166.666666667	0
6005994	1	1	1	3	2				1			2	2	1	2	1		1	1	1		1	4	2										2	1	1	1	2	2	2	1	7		1	1		4	2		2	60059941	130.753058742035	5	1350000	1350000	270000	0
6005995	1	1	1	3	1				1			2	2	1	1	1		1	1	1		2	3	2										1	1	1	2	2	2	2	1	3		1	1		4	2		2	60059951	123.755222555333	2	400000	400000	200000	0
6005996	1	1	1	3	3						1	1	1	1	2	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		2	2		2	60059961	118.447746092773	4	2292700	2292700	573175	0
6005997	1	1	1	3	2		1					1	1	1	1	1			1	1		1	1	1		1	1	1	1		1			1	1	2	1	2	1	2	1	1	2	2	1		4	2		2	60059971	126.087834617567	3	1205000	1205000	401666.666666667	0
6005998	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		2	2		2	60059981	125.766708448521	5	2459166.66666667	2459166.66666667	491833.333333333	0
6005999	1	1	1	3	2						1	1	1	1	1	1			1	1		1	1	2										1	1	1	1	1	2	2	1	1	2	1	1		2	2		2	60059991	121.101484324053	3	1095000	1095000	365000	0
6006000	1	1	1	3	1		1					1	1	1	1	1		1	1	1		2	1	1		1	1	1	1		1			1	1	2	1	2	2	2	2	1	2	2	1		2	2		2	60060001	123.755222555333	2	1237500	1237500	618750	0
6006002	1	1	1	1	1				1			2	1	1	1	1				1		1	1	2										1	1	2	1	2	2	2	2	1	2	1	1		4	2		2	60060021	126.087834617567	3	1217500	1217500	405833.333333333	0
6006003	1	1	1	4	2				1			1	1	1	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	1	1	2	1		2	2		2	60060031	126.087834617567	3	2608125	2608125	869375	0
6006004	1	1	1	3	2				1			1	1	1	2	1			1	1		1	1	2										1	1	1	1	1	2	2	1	1	2	1	1		2	2		2	60060041	128.420446679801	4	2187700	2187700	546925	0
6006005	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		2	2		2	60060051	118.768872261819	2	500000	500000	250000	0
6006006	1	1	1	4	1			1				1	1	1	1	1			1	1		1	1	2										1	1	2	2	2	2	2	2	1	2	1	1		2	2		2	60060061	121.422610493098	1	680000	680000	680000	0
6006007	1	1	1	2	1				1			2	1	1	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		4	2		2	60060071	126.087834617567	3	2160000	2160000	720000	0
6006008	1	1	1	4	3				1			1	1	1	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		2	2		2	60060081	118.447746092773	4	1974666.66666667	1974666.66666667	493666.666666667	0
6006009	1	1	1	3	1				1			1	1	1	1	1			1	1		2	1	2										1	1	2	2	2	2	2	2	1	2	2	1		2	2		2	60060091	126.408960786612	1	710000	710000	710000	0
6006010	1	1	1	4	2				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		2	2		2	60060101	126.087834617567	3	1471000	1471000	490333.333333333	0
6006011	1	1	1	5	3				1			2	1	1	1	1			1	1		2	1	2										1	1	1	1	2	2	2	1	2	2	1	1		4	2		2	60060111	128.099320510755	6	797000	797000	132833.333333333	0
6006012	1	1	1	4	2		1				1	2	1	1	1	1			1	1		1	1	2										1	1	1	1	1	1	2	1	2	1	6	1		4	2		2	60060121	123.755222555333	2	2050000	2050000	1025000	0
6006013	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	2	1	1	1		4	2		2	60060131	112.819143461169	8	2023333.33333333	2023333.33333333	252916.666666667	0
6006014	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	6	1		4	2		2	60060141	123.434096386287	4	3081666.66666667	3081666.66666667	770416.666666667	0
6006015	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	2	2	2	1		4	2		2	60060151	118.447746092773	4	1750000	1750000	437500	0
6006016	1	1	1	5	4				1			2	1	1	1	1			1	1		1	1	1		1	1	1	1					1	1	2	1	1	2	2	1	2	1	2	1		6	2		2	60060161	123.434096386287	4	1310000	1310000	327500	0
6006017	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	2	1	2	1		6	2		2	60060171	123.755222555333	2	448333.333333333	448333.333333333	224166.666666667	0
6006018	1	1	1	3	2				1			2	1	1	1	1		1	1	1		2	1	2										1	1	1	2	2	2	2	1	2	1	1	1		4	2		2	60060181	123.755222555333	2	290000	290000	145000	0
6006019	1	1	1	5	2			1				2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	1	2	2	1	2	1	1	1		4	2		2	60060191	126.087834617567	3	1310000	1310000	436666.666666667	0
6006020	1	1	1	2	2				1			2	1	1	1	1					1	1	1	2										2	1	2	2	2	2	2	2	2	1	1	1		6	2		2	60060201	123.112970217242	6	1322000	1322000	220333.333333333	0
6006021	1	1	1	6	1						1	2	1	1	2	1		1	1	1		1	1	2										1	1	2	2	1	2	2	2	2	2	4	1		4	2		2	60060211	126.408960786612	1	1500000	1500000	1500000	0
6006022	1	1	1	2	1			1				2	1	1	1	1			1			1	1	2										2	2	2	2	2	2	2	2	2	2	4	1		4	2		2	60060221	126.408960786612	1	610000	610000	610000	0
6006023	1	1	1	5	2				1			2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	2	1	4	1		4	2		2	60060231	118.768872261819	2	2262500	2262500	1131250	0
6006024	1	1	1	3	2				1			2	1	1	1	2		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	2	2	1		4	1	6	2	60060241	129.789680234898	7	200000	200000	28571.4285714286	0
6006024	2	1	2	2	1				1			2	1	1	1	2		1	1	1		2	1	2										1	1	1	2	2	2	2	1	2	2	1	1		4	2		2	60060242	129.789680234898	4	360000	360000	90000	0
6006025	1	1	1	4	3						1	2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	6	1		4	2		2	60060251	118.447746092773	4	3583333.33333333	3583333.33333333	895833.333333333	0
6006026	1	1	1	2	1						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	1	2	1		4	2		2	60060261	121.422610493098	1	400000	400000	400000	0
6006027	1	1	1	4	3						1	2	1	1	3	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	2	2	4	1		4	2		2	60060271	123.755222555333	2	4642500	4642500	2321250	0
6006028	1	1	1	2	1						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	4	1		4	2		2	60060281	2349.51323829513	2	2100000	2100000	1050000	0
6006029	1	1	1	3	2				1			2	1	2	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	1	1	2	1		4	2		2	60060291	1807.6152669257	4	1530000	1530000	382500	0
6006030	1	1	1	3	1						1	2	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1			1	1	1	2	2	1	2	1	1	1	2	1		4	2		2	60060301	2316.48019641627	2	400000	400000	200000	0
6006031	1	1	1	5	3		1					2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	2	1		4	2		2	60060311	2161.19403529554	5	4982500	4982500	996500	0
6006032	1	1	1	3	2						1	2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	2	1		4	2		2	60060321	2269.44217576941	4	1172000	1172000	293000	0
6006033	1	1	1	3	2						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60060331	2536.0327870883	4	1251666.66666667	1251666.66666667	312916.666666667	0
6006034	1	1	1	6	2				1			2	1	1	1	1			1	1		2	1	2										2	2	2	2	2	2	2	2	1	1	1	1		6	2		2	60060341	2120.08167668808	3	1165000	1165000	388333.333333333	0
6006035	1	1	1	5	2				1			2	1	1	1	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	2	2	2	1		6	2		2	60060351	126.087834617567	3	810000	810000	270000	0
6006036	1	1	1	8	2						1	2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	2	1	2	1		4	2		2	60060361	116.115134030539	3	970000	970000	323333.333333333	0
6006037	1	1	1	5	2						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	1	2	1		4	1	6	2	60060371	118.447746092773	4	600000	600000	150000	0
6006038	1	1	1	4	2		1				1	2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	2	1	2	1		6	2		2	60060381	126.087834617567	3	932000	932000	310666.666666667	0
6006039	1	1	1	4	2		1					2	2	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	2	1	2	1		4	2		2	60060391	118.768872261819	2	917500	917500	458750	0
6006040	1	1	1	1	1						1	2	1	1	1	1			1	1		2	1	2										1	1	1	2	2	2	2	1	2	1	1	2		4	2		2	60060401	121.422610493098	1	350000	350000	350000	0
6006041	1	1	1	7	1		1					2	1	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	2	2	1	2	2	1	2	1	4	1		4	2		2	60060411	126.408960786612	1	1200000	1200000	1200000	0
6006042	1	1	1	4	2						1	2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	1	1	2	1	1	1	1	1		6	2		2	60060421	2204.10604810943	2	1200000	1200000	600000	0
6006043	1	1	1	3	2		1				1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	1	2	2	1	1	1	2	1		4	2		2	60060431	2454.81839479309	3	1439193.41666667	1439193.41666667	479731.138888889	0
6006044	1	1	1	3	1			1				2	1	1	1	1		1	1	1		1	1	2										2	1	2	2	2	2	2	2	1	1	2	1		4	2		2	60060441	2149.4209768396	3	3285000	3285000	1095000	0
6006046	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	1	2	1		2	2		2	60060461	1760.59199327295	7	3950000	3950000	564285.714285714	0
6006047	1	1	1	4	2				1			1	1	1	2	1			1	1		1	1	2										1	1	2	2	2	2	2	2	1	1	1	1		2	2		2	60060471	1271.97528997578	5	710000	710000	142000	0
6006048	1	1	1	2	1				1			1	1	1	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	6	1		2	2		2	60060481	1631.84806875901	1	800000	800000	800000	0
6006049	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	1		1								1	1	1	2	2	1	2	1	1	1	4	1		2	2		2	60060491	1386.34925475988	6	2350000	2350000	391666.666666667	0
6006050	1	1	1	4	3						1	1	1	1	3	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	1	2	1	1	1	2	1		1	2		2	60060501	1167.23586616197	7	1537000	1537000	219571.428571429	0
6006051	1	1	1	4	2				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	4	1		2	2		2	60060511	1604.15725494811	3	6280000	6280000	2093333.33333333	0
6006052	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		4	2		2	60060521	399.596055604694	3	1868000	1868000	622666.666666667	0
6006053	1	1	1	4	3			1				2	2	1	1	1		1		1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1	1		4	2		2	60060531	382.775664755045	5	2137000	2137000	427400	0
6006054	1	1	1	2	1			1				2	1	2	1	1		1	1	1		1	1	1		1	1		1					1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60060541	366.972983114942	5	1272000	1272000	254400	0
6006055	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	4	2										1	1	1	2	2	1	2	1	1	2	1	1		2	2		2	60060551	383.793373964591	3	550000	550000	183333.333333333	0
6006056	1	1	1	3	2		1	1				2	2	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	2	2	2	1	1	1	4	1		4	2		2	60060561	390.168150970324	6	1017333.33333333	1017333.33333333	169555.555555556	0
6006057	1	1	1	3	2			1				2	2	1	2	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	1	2	1	1	2	1	1		4	2		2	60060571	383.793373964591	3	1970000	1970000	656666.666666667	0
6006058	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		2	2		1	60060581	1572.11968967419	4	1957000	1957000	489250	0
6006060	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	1	4	1		2	2		2	60060601	1665.43566569149	6	2083000	2083000	347166.666666667	0
6006062	1	1	1	3	2				1			1	1	1	1	1		1	1			1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60060621	1020.20953882451	2	475000	475000	237500	0
6006063	1	1	1	2	1			1				1	1	1	1	1			1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	2	1		2	2		2	60060631	1631.84806875901	1	1517000	1517000	1517000	0
6006064	1	1	1	3	2				1			1	1	1	1	1				1		2	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	2	1		2	2		2	60060641	1286.38845640988	5	950000	950000	190000	0
6006065	1	1	1	4	3				1			2	1	1	2	1				1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		4	2		1	60060651	1618.0964561178	5	2058000	2058000	411600	0
6006066	1	1	1	3	1				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		2	2		2	60060661	1538.96285130186	2	880000	880000	440000	0
6006067	1	1	1	3	1				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		2	2		2	60060671	1374.74288368472	1	1180000	1180000	1180000	0
