DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P5000	P5010	P5016	P5016S2	P5016S3	P5016S4	P5016S5	P5016S6	P5666	P8526	P5022	P5024	P5030	P1892	P1892S1	P1892S2	P1892S3	P1892S4	P1893	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P5012S8	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	LLAVEHOG	FEX_C	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU
6001098	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	1	2	1	1		4	2		2	60010981	1121.30196268482	2	1300000	1300000	650000	0
6001099	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	2	6	1		4	2		2	60010991	1260.00257629226	5	1650000	1650000	330000	0
6001100	1	1	1	4	3				1			2	1	2	1	1			1	1		2	1	2										1	1	2	2	2	2	2	1	1	2	2	1		4	2		2	60011001	1093.12814507884	3	837000	837000	279000	0
6001101	1	1	1	3	2				1			2	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	2	1	2	6	1		4	2		2	60011011	1232.92463633295	4	1105000	1105000	276250	0
6001102	1	1	1	3	2		1	1			1	2	4	1	1	1			1			1	1	1		1								1	2	1	2	2	2	2	1	6		6	3		4	1	6	2	60011021	71.6256978979015	2	1048333.33333333	1048333.33333333	524166.666666667	0
6001103	1	1	1	2	1		1					2	2	2	1	1			1			1	1	2										1	1	2	2	2	1	2	1	6		6	3		4	2		2	60011031	70.0897962290345	3	1338333.33333333	1338333.33333333	446111.111111111	0
6001104	1	1	1	3	2		1	1				2	2	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	4		6	1		4	1	6	2	60011041	74.3257854325165	4	950000	950000	237500	0
6001105	1	1	1	1	1				1			2	2	1	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	6		1	1		4	2		2	60011051	71.6256978979015	2	210000	210000	105000	0
6001106	1	1	1	2	1						1	2	2	2	1	1			1			1	1	2										2	1	2	2	2	2	2	1	6		6	3		4	2		2	60011061	72.975741665209	3	980000	980000	326666.666666667	0
6001107	1	1	1	2	2				1			2	2	1	1	1			1			1	1	1		1								1	1	2	2	2	2	2	2	6		2	1		4	2		2	60011071	74.3257854325165	4	1884000	1884000	471000	0
6001108	1	1	1	3	2		1				1	2	2	1	1	1			1			1	1	1		1	1	1	1					2	1	2	2	1	2	2	2	6		1	3		4	1	6	2	60011081	71.6256978979015	2	810000	810000	405000	0
6001109	1	1	1	1	1				1			2	1	1	1	1			1			1	1	2										2	1	2	1	2	2	2	1	1	1	2	2		4	2		2	60011091	2213.77489969817	2	939683.333333333	939683.333333333	469841.666666667	0
6001110	1	1	1	3	2		1	1			1	2	2	1	2	1		1		1		1	1	2										1	1	2	2	2	2	2	1	10		6	1		4	2		2	60011101	71.6256978979015	2	1454083.33333333	1454083.33333333	727041.666666667	0
6001112	1	1	1	4	2						1	1	1	1	1	1		1	1	1		1	1	1			1	1	1					1	1	1	1	1	1	2	1	1	1	2	1		2	2		2	60011121	3191.46161467522	4	2225000	2225000	556250	0
6001113	1	1	1	4	2						1	1	1	1	1	1		1	1	1		1	1	1				1	1					1	1	2	1	2	1	1	1	1	1	6	1		2	2		2	60011131	2501.09111188512	3	1125166.66666667	1125166.66666667	375055.555555556	0
6001114	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	1	1	2	2	1	1	4	1		2	1	4	2	60011141	2806.60380666034	3	1300000	1300000	433333.333333333	0
6001115	1	1	1	4	1		1					1	1	1	2	1		1	1	1		1	1	1		1		1	1	1				1	1	2	1	2	1	2	1	1	1	1	1		2	2		1	60011151	2409.22458228129	2	1625000	1625000	812500	0
6001116	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	2	1	1		2	2		1	60011161	2347.85113139023	5	2780000	2780000	556000	0
6001117	1	1	1	3	2				1			1	1	1	2	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	1	1	4	1		2	2		1	60011171	1938.49201538194	2	1225000	1225000	612500	0
6001118	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	2	1		2	2		1	60011181	2694.61449681601	3	1272833.33333333	1272833.33333333	424277.777777778	0
6001119	1	1	1	2	1					1		1	3	1	1	1			1	1		2	1	2										2	1	1	2	2	2	2	1	7		1	1		2	2		2	60011191	1944.18556907056	2	7300000	7300000	3650000	0
6001120	1	1	1	5	3				1			1	3	1	1	1		1	1	1		1	1	1			1	1						1	1	1	2	1	2	1	1	7		1	1		2	2		1	60011201	2574.4714047994	4	1202666.66666667	1202666.66666667	300666.666666667	0
6001122	1	1	1	2	1				1			2	3	2	1	1					1	1	1	1		1	1	1						1	1	1	1	2	2	2	1	7		2	4		4	2		2	60011221	2324.79869952289	4	1196878.66666667	1196878.66666667	299219.666666667	0
6001123	1	1	1	4	2				1			1	3	1	1	1			1	1		2	1	2										1	1	1	2	2	2	2	1	7		1	1		2	2		2	60011231	1534.09339290234	5	1570000	1570000	314000	0
6001124	1	1	1	3	2				1			2	3	1	1	1		1		1		2	1	1		1	1	1						1	1	1	2	2	2	2	1	7		1	1		4	2		2	60011241	1940.91399921499	5	2734666.66666667	2734666.66666667	546933.333333333	0
6001126	1	1	1	3	2				1			1	1	1	1	1				1		2	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	1	1	3		2	2		1	60011261	2876.62688194321	8	1857500	1857500	232187.5	0
6001128	1	1	1	5	3		1				1	1	1	1	2	1		1	1	1		1	1	1		1	1	1		1		1		1	1	2	1	2	1	2	2	1	1	2	1		2	2		1	60011281	3364.83587322798	7	1950000	1950000	278571.428571429	0
6001129	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	1	1	1		2	2		1	60011291	2464.94564102184	5	4378500	4378500	875700	0
6001130	1	1	1	3	2				1			1	1	1	2	1		1	1	1		1	1	1			1							1	2	1	2	2	2	2	2	1	1	1	1		2	2		1	60011301	1896.6395410426	2	2070000	2070000	1035000	0
6001131	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	2	1	2	1	1	1	2	1		2	2		1	60011311	2299.42628735318	5	5757166.66666667	5757166.66666667	1151433.33333333	0
6001132	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	1	2	2	1	1	1	1		2	2		1	60011321	2024.85917162986	4	1629666.66666667	1629666.66666667	407416.666666667	0
6001133	1	1	1	2	1				1			1	3	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	1	7		1	1		2	2		2	60011331	2288.50997899648	1	516666.666666667	516666.666666667	516666.666666667	0
6001134	1	1	1	4	2				1			1	2	1	1	1			1	1		1	1	2										1	2	2	2	2	2	2	2	7		1	1		2	2		2	60011341	2158.24739443271	2	1300000	1300000	650000	0
6001136	1	1	1	3	2				1			2	3	1	1	1			1			1	1	2										1	2	2	2	1	2	2	2	7		1	1		6	2		2	60011361	2532.81337046217	2	900000	900000	450000	0
6001137	1	1	1	1	1			1				2	6								1	1	1	1					1					1	1	2	2	2	2	2	2	10		1	5	2				2	60011371	1796.23561867386	4	910000	910000	227500	0
6001139	1	1	1	3	1					1		1	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	2	2	2	1	3		2	2		1	60011391	2508.96952230711	2	540000	540000	270000	0
6001141	1	1	1	4	1		1				1	2	1	1	3	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	1	2	2	2	2	2	1	1	4	1		4	2		2	60011411	2026.83572724335	2	5662500	5662500	2831250	0
6001143	1	1	1	8	3						1	2	1	1	5	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	2	1	1	1	2	2	1	1	2	1		4	2		2	60011431	2266.92894197643	3	3018437.5	3018437.5	1006145.83333333	0
6001145	1	1	1	6	1				1			2	1	1	2	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	2	2	1	2	2	2	1	1	2	1		4	2		2	60011451	1870.65607106471	1	295833.333333333	295833.333333333	295833.333333333	0
6001148	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	1		1	1		1	1				1	1	2	1	1	2	2	2	1	1	6	1		4	2		2	60011481	1751.78714406485	3	891666.666666667	891666.666666667	297222.222222222	0
6001151	1	1	1	4	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	2	2	2	2	2	2	2	1	1	1	1		4	2		2	60011511	1870.65607106471	1	213333.333333333	213333.333333333	213333.333333333	0
6001154	1	1	1	2	1				1			2	5	2	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60011541	2251.29325067494	5	1962500	1962500	392500	0
6001155	1	1	1	3	2				1			1	1	2	1	1		1	1	1		1	1	2										1	1	1	1	1	1	2	1	1	2	6	3		2	1	6	2	60011551	2168.60144326597	5	1801166.66666667	1801166.66666667	360233.333333333	0
6001156	1	1	1	4	2				1			1	1	1	1	1			1	1		1	1	2										1	1	2	1	2	1	2	1	1	2	1	1		2	2		2	60011561	2691.19877006018	5	1123360.08333333	1123360.08333333	224672.016666667	0
6001157	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	2	1		2	2		2	60011571	1778.81306556477	2	399166.666666667	399166.666666667	199583.333333333	0
6001158	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	1	1	1	2	1	1		4	2		2	60011581	2683.29899215483	2	1879003.16666667	1879003.16666667	939501.583333333	0
6001159	1	1	1	3	2				1			1	2	2	1	1					1	1	1	2										1	1	1	1	2	2	2	1	1	2	3	3		2	2		2	60011591	1563.54053394576	6	1215000	1215000	202500	0
6001160	1	1	1	1	1							2	6								1	2	1	2										2	2	2	2	2	2	2	2	4		1	2		4	2		2	60011601	1545.71635496879	8	676666.666666667	676666.666666667	84583.3333333333	0
6001161	1	1	1	2	1				1			2	1	2	1	1			1			1	1	2										1	1	1	1	1	2	2	1	1	2	1	3		4	2		2	60011611	1805.63725386788	4	871666.666666667	871666.666666667	217916.666666667	0
6001162	1	1	1	4	3				1			2	1	1	3	1		1	1	1		1	1	2										1	1	1	1	2	1	2	2	1	1	1	1		4	2		2	60011621	660.586474638317	8	1634666.66666667	1634666.66666667	204333.333333333	0
6001163	1	1	1	1	1				1			2	1	1	1	1				1		1	1	2										1	1	2	2	2	2	2	1	1	1	1	2		4	2		2	60011631	337.57321783085	2	650000	650000	325000	0
6001164	1	1	1	4	2				1			2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	4	1		4	2		1	60011641	246.492172233645	2	3500000	3500000	1750000	0
6001165	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		4	2		2	60011651	366.993320818513	3	700000	700000	233333.333333333	0
6001167	1	1	1	3	1				1			2	3	1	1	1				1		1	1	2										1	2	2	1	1	2	2	1	1	2	1	1		4	2		2	60011671	441.397381255024	2	280000	280000	140000	0
6001168	1	1	1	2	1				1			2	5	1	1	1					1	1	1	2										2	1	2	2	1	2	2	2	1	2	2	1		4	2		2	60011681	444.83565562784	2	540000	540000	270000	0
6001169	1	1	1	3	2				1			2	5	1	1	1					1	1	1	2										1	1	1	1	2	2	2	1	1	2	2	1		1	2		2	60011691	495.854789279927	4	1012333.41666667	1012333.41666667	253083.354166667	0
6001170	1	1	1	5	4				1			2	1	1	2	1		1	1	1		1	1	1		1								1	1	1	1	1	1	2	1	2	2	6	1		4	2		2	60011701	554.968332063246	5	1996666.66666667	1996666.66666667	399333.333333333	0
6001171	1	1	1	3	2				1			2	5	1	1	1					1	1	1	2										2	2	2	2	1	2	2	2	1	2	1	3		4	2		2	60011711	483.864033381724	5	730000	730000	146000	0
6001172	1	1	1	3	2					1		1	3	1	1	1			1			1	1	2										1	1	2	1	1	2	2	1	1	2	1	1		2	2		2	60011721	287.477377997109	3	287500	287500	95833.3333333333	0
6001173	1	1	1	6	2		1	1		1	1	1	3	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	1	2	1	1		2	2		2	60011731	368.098461898987	2	950000	950000	475000	0
6001174	1	1	1	4	1			1				1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	1	2	1	1	2	2	1		2	2		2	60011741	298.133024738797	2	744166.666666667	744166.666666667	372083.333333333	0
6001175	1	1	1	7	2				1			1	1	1	2	1			1			2	1	2										1	1	2	1	1	2	2	1	1	2	1	1		4	2		2	60011751	662.043741466441	2	1290857	1290857	645428.5	0
6001177	1	1	1	2	1				1			2	5	1	1	1				1		1	1	2										2	2	2	2	2	2	2	1	1	2	1	3		4	2		2	60011771	364.66018752617	2	950000	950000	475000	0
6001178	1	1	1	6	4				1			1	3	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	1	2	2	1		2	2		1	60011781	599.032962509425	4	650000	650000	162500	0
6001180	1	1	1	2	1				1			2	5	1	1	1					1	1	1	2										2	1	2	2	2	2	2	2	1	2	1	3		4	2		2	60011801	190.027935279664	3	126666.666666667	126666.666666667	42222.2222222222	0
6001181	1	1	1	3	2				1			2	5	1	1	1					1	1	1	2										2	1	2	2	1	2	2	2	1	2	1	4		6	2		2	60011811	190.027935279664	5	250000	250000	50000	0
6001182	1	1	1	3	1				1			2	3	1	1	1					1	1	1	2										2	1	2	2	2	2	2	2	1	2	1	1		4	2		2	60011821	461.516821377819	1	250000	250000	250000	0
6001184	1	1	1	3	2					1		2	1	1	1	1					1	1	1	2										1	1	2	1	1	2	2	1	1	2	2	1		1	2		2	60011841	542.971238722402	4	250000	250000	62500	0
6001185	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										1	1	2	2	1	2	2	1	1	2	1	1		2	2		2	60011851	581.695136397506	4	805000	805000	201250	0
6001186	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	2	1	2	1	1		2	2		2	60011861	366.011175771862	1	960000	960000	960000	0
6001187	1	1	1	4	3				1			1	3	1	1	1			1	1		1	1	2										2	1	2	2	2	2	2	2	1	2	1	3		2	2		2	60011871	411.929048317309	6	3188017	3188017	531336.166666667	0
6001189	1	1	1	3	2				1			1	1	1	1	1			1			1	1	2										2	1	2	2	2	2	2	2	1	2	1	3		2	2		2	60011891	509.253984279339	3	883500	883500	294500	0
6001195	1	1	1	2	2						1	1	2	2	1	2			1	1		1	1	2										1	2	2	2	2	2	2	2	2	1	2	1		2	2		2	60011951	370.900627413756	2	610000	610000	305000	0
6001196	1	1	1	4	1				1			2	3	2	1	1			1	1		1	1	2										1	1	2	2	2	2	2	2	2	1	3	1		4	2		2	60011961	183.311468925452	2	792833.333333333	792833.333333333	396416.666666667	0
6001197	1	1	1	2	2				1			2	2	2	1	2			1	1		1	1	2										2	2	2	2	2	2	2	2	2	1	2	1		4	2		2	60011971	380.884993642248	3	1175000	1175000	391666.666666667	0
6001198	1	1	1	5	4				1			1	1	1	1	1			1	1		1	1	2										1	2	2	2	2	2	2	2	2	1	2	1		2	2		2	60011981	1228.95500561704	9	2590000	2590000	287777.777777778	0
6001199	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	1	2	1		2	2		2	60011991	1340.87732809188	1	500000	500000	500000	0
6001201	1	1	1	4	3				1			1	2	2	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	2	1	2	1		2	1	6	2	60012011	1230.35767031065	6	2193333.33333333	2193333.33333333	365555.555555556	0
6001202	1	1	1	3	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	2	1	1	1		2	2		2	60012021	1086.41415199502	4	1550000	1550000	387500	0
6001203	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	1	1		2	2		2	60012031	1340.87732809188	1	560000	560000	560000	0
6001205	1	1	1	1	1				1			2	1	1	1	1		1	1			2	1	1		1			1					2	2	2	2	2	2	2	2	1	1	1	5	1				2	60012051	1520.04254534409	1	560000	560000	560000	0
6001206	1	1	1	1	1				1			1	1	1	1	1		1	1	1		1	1	1			1	1	1					1	1	2	2	2	2	2	2	1	1	2	1		2	2		2	60012061	253.981682102522	1	463333.333333333	463333.333333333	463333.333333333	0
6001208	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	1	1		2	2		2	60012081	1340.87732809188	1	629166.666666667	629166.666666667	629166.666666667	0
6001209	1	1	1	7	4				1			1	2	1	4	1		1	1	1		1	1	1		1		1						1	1	1	1	1	1	2	2	1	1	4	1		2	2		2	60012091	742.195605956847	4	17012500	15800000	5266666.66666667	1212500
6001210	1	1	1	4	3				1			2	2	1	1	1		1	1	1		1	1	1			1	1	1					1	2	2	2	1	2	2	2	2	1	2	1		4	1	6	2	60012101	1163.11747499027	5	1813550.33333333	1813550.33333333	362710.066666667	0
6001211	1	1	1	4	1				1			2	2	1	1	1		1	1	1		1	1	1				1						1	2	2	2	1	2	2	1	2	1	2	1		4	2		2	60012111	394.689627433392	1	766666.666666667	766666.666666667	766666.666666667	0
6001212	1	1	1	4	2				1			2	2	2	1	1			1	1		1	1	2										1	1	2	2	2	2	2	2	2	1	2	1		4	1	6	2	60012121	672.229480198479	3	2758550.33333333	2758550.33333333	919516.777777778	0
6001213	1	1	1	3	2				1			2	2	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	2	1	2	1		4	2		2	60012131	275.332476911737	3	3810000	3810000	1270000	0
6001214	1	1	1	3	1				1			2	2	1	1	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	1	2	1	2	2	1	2	2	6	1		4	2		2	60012141	305.122771239316	2	1276033.33333333	1276033.33333333	638016.666666667	0
6001215	1	1	1	5	1		1			1		2	2	1	2	1		1	1	1		1	1	1					1					1	1	1	2	2	1	2	2	2	2	2	1		4	2		2	60012151	465.559706605381	1	1659766.66666667	1659766.66666667	1659766.66666667	0
6001216	1	1	1	5	5				1			2	2	1	2	1		1	1	1		1	1	1		1								1	1	1	2	1	1	2	1	2	1	2	1		4	2		2	60012161	173.517770327546	2	1000000	1000000	500000	0
6001217	1	1	1	4	3				1			2	2	1	2	1		1	1	1		2	1	1		1			1					1	1	1	2	1	1	2	1	2	2	2	3		4	2		2	60012171	440.448413974211	4	691666.666666667	691666.666666667	172916.666666667	0
6001218	1	1	1	3	2				1			1	1	2	1	1			1	1		1	1	2										1	1	2	1	2	2	2	1	1	2	6	3		2	2		2	60012181	1009.46738706163	2	6290000	6290000	3145000	0
6001219	1	1	1	3	2				1			1	1	1	1	1			1			1	1	2										1	1	2	2	2	2	2	1	1	2	1	4		2	2		2	60012191	881.815462399836	3	616666.666666667	616666.666666667	205555.555555556	0
6001220	1	1	1	2	1		1	1			1	1	1	1	1	2			1			1	1	2										1	1	2	1	1	2	2	1	1	2	2	4		6	1	2	2	60012201	1105.3439812506	3	2013773.66666667	2013773.66666667	671257.888888889	0
6001221	1	1	1	3	2			1				2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	6	4		4	2		2	60012211	1395.39337704663	4	2085000	2085000	521250	0
6001222	1	1	1	5	4				1			1	1	1	1	1			1			1	1	2										1	1	2	2	2	2	2	1	1	2	6	5	1				2	60012221	1961.29035151375	5	1675000	1675000	335000	0
6001223	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	2	4	1		8	2		2	60012231	2106.3702665117	6	2689166.66666667	2689166.66666667	448194.444444444	0
6001224	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	6	1		2	2		2	60012241	1439.0005338025	6	1516666.66666667	1516666.66666667	252777.777777778	0
6001225	1	1	1	3	2		1				1	1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	1	4		2	2		2	60012251	1460.83242598313	4	1100000	1100000	275000	0
6001226	1	1	1	2	1				1			1	1	1	1	1			1			1	1	2										1	1	2	2	2	2	2	1	1	2	2	3		2	2		2	60012261	1170.78303018711	3	1757283.33333333	1757283.33333333	585761.111111111	0
6001227	1	1	1	3	2				1			2	1	1	1	1					1	1	1	2										2	2	2	2	2	2	2	2	1	2	1	4		4	2		2	60012271	1238.38573514113	5	135000	135000	27000	0
6001228	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	2	1	1	1	1		2	2		2	60012281	3162.98959863841	2	800000	800000	400000	0
6001229	1	1	1	7	5				1			1	1	1	2	1		1	1	1		1	1	1			1	1	1					1	1	1	2	2	1	2	2	1	1	2	1		2	2		1	60012291	2398.60208524947	7	3755386.83333333	3755386.83333333	536483.833333333	0
6001230	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	2	2	2	2	1	1	1	1	1	1		2	2		1	60012301	2538.22217961208	3	1183333.33333333	1183333.33333333	394444.444444444	0
6001231	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	1	1	2	2	1	1	1	1	1		2	2		1	60012311	4275.41902797824	2	1020000	1020000	510000	0
6001232	1	1	1	5	1				1			1	1	1	1	1		1	1	1		1	1	2										1	2	2	2	2	2	2	1	1	1	1	1		2	2		1	60012321	3769.27785284799	1	1400000	1400000	1400000	0
6001233	1	1	1	2	1				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1	1				1	1	2	2	2	2	2	1	1	1	1	1		2	2		1	60012331	4190.91591628935	1	860000	860000	860000	0
6001234	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	1	1	2	2	1	1	1	1	1		2	2		1	60012341	3566.14849726302	2	400000	400000	200000	0
6001235	1	1	1	3	2						1	1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	2	1	2	1	1	1	1	1		2	2		1	60012351	3589.09079405442	3	160500	160500	53500	0
6001236	1	1	1	7	4				1			1	1	1	2	1		1	1	1		1	1	1			1	1	1		1			1	1	1	2	2	2	2	2	1	1	1	1		2	2		1	60012361	5219.77161461572	4	5110500	5110500	1277625	0
6001237	1	1	1	2	1				1			1	1	1	1	1			1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	1	1		2	2		2	60012371	6116.89274581342	3	1998410.41666667	1998410.41666667	666136.805555556	0
6001238	1	1	1	3	2					1		1	1	1	1	1			1	1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	1	1		2	2		1	60012381	4095.23196918467	4	1939333.33333333	1939333.33333333	484833.333333333	0
6001239	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1		4	2		2	60012391	617.724085117415	1	1300000	1300000	1300000	0
6001240	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	1	1	1	1		4	2		2	60012401	563.514919650331	1	625000	625000	625000	0
6001241	1	1	1	4	3				1			1	1	1	2	1		1	1	1		2	1	1			1	1	1					1	1	2	2	1	1	1	1	1	1	1	1		2	2		2	60012411	782.837774268782	7	959000	959000	137000	0
6001242	1	1	1	4	3				1			1	1	1	1	1			1	1		1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1	1		2	2		2	60012421	727.649044538806	7	1328510	1328510	189787.142857143	0
6001243	1	1	1	2	1				1			2	1	1	1	1			1	1		2	1	1		1	1	1	1					1	1	2	1	1	2	2	1	1	1	2	1		4	2		2	60012431	399.035327808236	1	230000	230000	230000	0
6001244	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	2	2	2	2	1	1	4	1		2	2		1	60012441	345.674832956821	3	2800000	2800000	933333.333333333	0
6001245	1	1	1	3	2				1			2	1	1	1	1			1			1	1	1		1	1	1	1					1	1	2	1	1	1	2	1	1	1	2	1		4	2		2	60012451	412.956738317931	2	200000	200000	100000	0
6001246	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	2	2	1		4	2		2	60012461	466.539471568211	3	920900	920900	306966.666666667	0
6001247	1	1	1	3	2				1			1	1	1	2	1		1	1	1		1	1	1			1	1	1					1	1	2	1	1	1	2	1	1	1	1	1		2	2		1	60012471	517.240085232905	5	2287000	2287000	457400	0
6001248	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1	1		4	2		2	60012481	811.724923892766	4	1634806.66666667	1634806.66666667	408701.666666667	0
6001249	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					2	1	1	1	2	2	2	1	1	1	1	1		2	2		2	60012491	566.986030852752	6	720833.333333333	720833.333333333	120138.888888889	0
6001250	1	1	1	4	3		1					1	1	1	1	1			1	1		1	1	1			1	1	1					1	1	2	2	2	2	2	1	1	1	2	1		2	2		1	60012501	348.771915200684	3	400000	400000	133333.333333333	0
6001251	1	1	1	4	2					1	1	2	3	2	1	1					1	1	2	2										1	1	2	2	1	2	2	1	5		2	1		3	1	4	2	60012511	471.321907129073	2	200000	200000	100000	0
6001252	1	1	1	4	2				1			2	3	2	1	1					1	1	2	2										1	1	1	2	1	2	2	2	5		1	1		4	2		2	60012521	541.635014994931	5	918333.333333333	918333.333333333	183666.666666667	0
6001253	1	1	1	4	1					1		2	3	1	1	1					1	1	2	2										1	1	1	1	1	2	2	1	5		1	1		4	2		2	60012531	496.259921606104	1	208333.333333333	208333.333333333	208333.333333333	0
6001254	1	1	1	5	3				1			2	2	2	1	1		1	1	1		1	2	2										1	1	1	2	1	2	2	1	5		2	1		4	2		2	60012541	809.338622549292	5	565000	565000	113000	0
6001255	1	1	1	6	2				1			2	3	1	1	1			1	1		1	2	2										1	1	1	2	1	2	2	1	4		2	1		4	2		2	60012551	616.211901967038	3	614166.666666667	614166.666666667	204722.222222222	0
6001256	1	1	1	4	3				1			2	3	1	1	1					1	1	2	2										1	1	2	1	1	2	2	1	5		2	1		6	2		2	60012561	603.309231975764	4	1525000	1525000	381250	0
6001257	1	1	1	4	1				1			2	3	1	1	1			1	1		1	2	2										1	2	2	2	1	2	2	1	5		6	1		4	2		2	60012571	634.198954747019	2	550000	550000	275000	0
6001258	1	1	1	3	1					1		2	3	1	1	1					1	1	2	2										1	1	2	1	1	2	2	1	5		2	1		1	2		2	60012581	392.571888034854	1	300000	300000	300000	0
6001259	1	1	1	4	2				1			1	6								1	1	2	2										1	1	1	2	1	2	2	1	5		6	1		2	2		2	60012591	438.369947799006	3	845000	845000	281666.666666667	0
6001269	1	1	1	3	2		1				1	1	1	1	1	1		1	1	1		1	1	1		1	1	1	1	1	1	1		1	1	1	2	2	1	1	1	1	2	2	1		2	2		2	60012691	1576.60878865077	4	1854215	1854215	463553.75	0
6001270	1	1	1	3	1				1			1	1	1	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	6	1		2	2		2	60012701	1627.83143006878	3	890000	890000	296666.666666667	0
6001271	1	1	1	2	1				1			1	1	1	1	1				1		1	1	2										2	1	2	2	2	1	2	1	1	2	2	5	1				2	60012711	1774.09043049283	1	1350000	1350000	1350000	0
