DIRECTORIO	NRO_ENCUESTA	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P3	P5660	P1070	P4005	P4015	P4567	P8520	P8520S1	P8520S1A1	P8520S3	P8520S4	P8520S4A1	P8520S5	P4065	P4065S1	P4065S2	P4065S3	P4065S4	P5661	P5661S1	P5661S2	P5661S3	P5661S4	P5661S5	P5661S6	P5661S7	P5661S8	CANT_HOG_COMPLETOS	P1_DEPARTAMENTO	REGION	REGION_BUENAVENTURA	FEX_C
5010122	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2							1			1	08	1		310.55276185356
5010123	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2									1	1	08	1		433.07352992292
5010124	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2									1	1	08	1		333.944733287898
5010125	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2							1			1	08	1		494.21884439217
5010126	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2									1	1	08	1		421.901398003739
5010127	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		489.420451602865
5010128	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2							1	1		1	08	1		322.729496780812
5010129	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	08	1		551.532708577485
5010130	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2									1	1	08	1		2196.81526747456
5010131	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	1		1	2	2	2			1							1	08	1		668.828937217052
5010132	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	1		2	2	2	2			1					1		1	08	1		690.615773776282
5010133	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	3		1	1	2	1	2	1		2	2	2	2		1	1							1	08	1		707.505439373341
5010134	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2			1		1		1			1	08	1		504.984477938591
5010135	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		376.724646968621
5010136	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	08	1		444.423812575472
5010138	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		394.41216882239
5010139	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		436.868191866325
5010140	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		627.112619243289
5010141	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		410.657310636467
5010142	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		567.338436499205
5010143	590	1	1	1	1	04-10-2016 00:00:00	1	1	2	3		1	1	1	1	3	1		1	2	2	2		1	1	1	1	1	1			1	08	1		280.298300092388
5010144	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2			1		1					1	08	1		586.810219876301
5010145	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	2	1		2	2	2	2		1								1	08	1		704.152476764736
5010146	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2			1					1		1	08	1		563.641932937158
5010147	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2		1								1	08	1		584.863352155245
5010148	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2			1							1	08	1		715.263946862189
5010149	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		432.107437834432
5010150	590	1	1	1	1	07-10-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		471.082664190217
5010151	590	1	1	1	1	04-10-2016 00:00:00	1	1	6	3		1	1	1	1	2	1		2	2	2	2			1							1	08	1		444.423812575472
5010153	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2								1		1	08	1		272.693116509601
5010154	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	1	2	1	2	1		2	2	2	2									1	1	08	1		377.356506118319
5010155	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	3		1	9	2	1	2	2		2	2	2	2									1	1	08	1		531.848191070198
5010156	590	1	1	1	2	05-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	1		2	2	2	2								1		1	08	1		363.466761710147
5010157	590	1	1	1	2	05-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		516.982310891509
5010158	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	3		2		2	2		2		2	2	2	2		1								1	08	1		336.41152071138
5010159	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2								1		1	08	1		297.358930622843
5010160	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		519.744005284753
5010161	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		407.138091171868
5010162	590	1	1	1	2	05-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		452.589972942757
5010163	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2				1				1		1	08	1		430.446471552959
5010165	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2							1	1		1	08	1		571.862401725179
5010166	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	3		1	1	2	2		2		2	2	2	2									1	1	08	1		679.481943968617
5010167	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	3		1	1	2	2		2		2	2	2	2									1	1	08	1		593.951511642503
5010168	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2			1				1	1		1	08	1		676.473901868826
5010169	590	1	1	1	2	06-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		578.97529939388
5010170	590	1	1	1	2	06-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	1		2	2	2	2								1		1	08	1		354.7830044482
5010171	590	1	1	1	2	06-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2								1		1	08	1		377.353375194505
5010172	590	1	1	1	2	06-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	08	1		531.848191070198
5010173	590	1	1	1	2	06-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		248.934797198455
5010174	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	08	1		713.915015755738
5010175	590	1	1	1	3	07-10-2016 00:00:00	1	8	7	5		2		2	2		2		2	2	2	1									1	1	08	1		896.748116766406
5010176	590	1	1	1	3	07-10-2016 00:00:00	1	1	5	6		1	8	2	2		2		2	2	2	2								1		1	08	1		531.848191070198
5010178	590	1	1	1	2	07-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		2	2	2	2									1	1	08	1		469.134210598052
5010179	590	1	1	1	3	07-10-2016 00:00:00	1	5	7	4		2		2	2		2		2	2	2	2								1		1	08	1		730.790829437593
5010180	590	1	1	1	3	07-10-2016 00:00:00	1	3	7	4		2		2	2		2		2	2	2	1								1		2	08	1		472.637047682815
5010181	590	1	1	1	2	07-10-2016 00:00:00	3	1	6	3		1	1	2	1	3	2		2	2	2	2									1	1	08	1		628.869018358103
5010182	590	1	1	1	3	07-10-2016 00:00:00	1	5	7	4		2		2	2		2		2	2	2	2								1		1	08	1		713.525599812523
5010183	590	1	1	1	2	07-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	2		2	2	2	2			1							1	08	1		358.243789623719
5010184	590	1	1	1	2	07-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		2	2	2	2			1							1	08	1		483.061090668171
5010185	590	1	1	1	3	07-10-2016 00:00:00	1	4	7	4		1	8	2	2		2		2	2	2	2									1	1	08	1		336.41152071138
5010186	590	1	1	1	3	07-10-2016 00:00:00	1	5	7	4		2		2	2		2		2	2	2	2								1		1	08	1		609.496241815464
5010187	590	1	1	1	2	07-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		2	2	2	2			1		1					2	08	1		512.842675721719
5010188	590	1	1	1	3	07-10-2016 00:00:00	1	1	6	3		2		2	2		2		2	2	2	2								1		1	08	1		708.958560525254
5010189	590	1	1	1	3	07-10-2016 00:00:00	1	8	7	4		2		2	2		2		2	2	2	1									1	1	08	1		469.134210598052
5010190	590	1	1	1	2	07-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		2	2	2	2									1	1	08	1		486.461368469925
5010191	590	1	1	1	2	07-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	2		2	2	2	2									1	1	08	1		536.355087434148
5010192	590	1	1	1	3	07-10-2016 00:00:00	1	1	4	4		1	8	2	2		2		2	2	2	2									1	1	08	1		577.300072841088
5010193	590	1	1	1	3	07-10-2016 00:00:00	1	1	6	3		2		2	2		2		2	2	2	2								1		1	08	1		432.37278765989
5010195	590	1	1	1	2	07-10-2016 00:00:00	1	1	4	3		1	1	2	1	3	1		2	2	2	2									1	1	08	1		627.128732634694
5010196	590	1	1	1	3	07-10-2016 00:00:00	1	1	6	3		2		2	2		2		2	2	2	2									1	1	08	1		476.03732548457
5010197	590	1	1	1	2	07-10-2016 00:00:00	2	1	4	3		1	1	2	1	3	2		2	2	2	2									1	1	08	1		633.11406935053
5010198	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	1		2	1	1	2		1	1		1			1		1	08	1		363.281420928875
5010199	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	1		2	2	2	2			1							1	08	1		564.21346954184
5010200	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		1	2	2	2		1								1	08	1		704.799738991595
5010205	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2		1								1	13	1		1859.74157789087
5010206	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	13	1		2318.36854012265
5010209	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	13	1		1966.42423239253
5010211	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2			1							1	13	1		1920.05510822546
5010216	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2		1			1		1	1		1	13	1		2565.91962511639
5010218	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	13	1		2315.48783711097
5010224	590	1	1	1	1	14-09-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	13	1		2523.17754790555
5010225	590	1	1	1	2	21-09-2016 00:00:00	2	1	4	3		1	1	2	2		2		2	2	2	2									1	1	13	1		533.205259943709
5010226	590	1	1	1	2	21-09-2016 00:00:00	2	1	6	3		1	1	2	2		1		2	2	2	2									1	1	13	1		294.114017685605
5010227	590	1	1	1	3	28-09-2016 00:00:00	1	1	6	3		1	1	2	2		2		2	2	2	2									1	1	13	1		348.240496729678
5010230	590	1	1	1	3	28-09-2016 00:00:00	1	1	4	3		1	1	2	2		2		2	2	2	2									1	1	13	1		392.59761514273
5010231	590	1	1	1	2	28-09-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2				1	1			1		1	13	1		643.19308629128
5010232	590	1	1	1	3	28-09-2016 00:00:00	1	1	7	4		2		2	2		2		2	2	2	2									1	1	13	1		462.462074837113
5010235	590	1	1	1	2	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2		1	1	1			1	1		1	13	1		427.67171588079
5010236	590	1	1	1	2	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		1	2	2	1			1	1	1			1		1	13	1		528.78628650835
5010237	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	3		1	0	2	2		1		2	2	2	2			1	1			1	1		1	13	1		620.879308249145
5010238	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	4		1	1	2	2		2		2	2	2	2								1		1	13	1		490.232656369293
5010239	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	3		1	0	2	2		1		2	2	2	2			1	1				1		1	13	1		453.31867133231
5010240	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	3		1	0	2	2		2		2	2	2	2									1	1	13	1		863.16625773908
5010241	590	1	1	1	2	05-10-2016 00:00:00	1	5	7	4		2		2	2		2		1	2	1	2									1	1	13	1		663.94330989952
5010242	590	1	1	1	2	05-10-2016 00:00:00	1	1	7	3		1	0	2	2		1		2	2	2	2			1	1			1	1		1	13	1		506.400862566849
5010243	590	1	1	1	2	05-10-2016 00:00:00	1	1	7	4		1	0	2	2		2		1	2	2	2									1	1	13	1		502.37118710309
5010244	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	0	2	2		1		2	2	2	2			1	1			1	1		1	13	1		663.94330989952
5010245	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		1		1	2	2	1		1			1			1		2	13	1		443.197335530513
5010246	590	1	1	1	2	05-10-2016 00:00:00	1	1	7	4		1	0	2	2		2		2	2	2	2									1	1	13	1		648.48823705079
5010247	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2		1		1			1	1		1	13	1		381.877385949589
5010248	590	1	1	1	2	05-10-2016 00:00:00	1	1	4	4		1	1	2	2		1		1	2	2	1			1	1	1	1	1	1		1	13	1		633.094038361295
5010249	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		1		2	2	2	2								1		1	13	1		583.246326309016
5010250	590	1	1	1	2	05-10-2016 00:00:00	1	5	6	4		1	0	2	2		1		2	2	2	2			1				1	1		1	13	1		602.69599814747
5010251	590	1	1	1	2	06-10-2016 00:00:00	2	1	6	3		1	1	2	2		1		2	2	2	2									1	1	13	1		620.955507627499
5010252	590	1	1	1	2	06-10-2016 00:00:00	1	5	6	4		1	1	2	2		1		2	2	2	1					1			1		1	13	1		749.60856574419
5010253	590	1	1	1	3	06-10-2016 00:00:00	1	1	7	4		1	0	2	2		2		2	2	2	2									1	1	13	1		549.464969705704
5010254	590	1	1	1	3	06-10-2016 00:00:00	1	1	7	3		2		2	2		2		2	2	2	2								1		1	13	1		557.550118318421
5010255	590	1	1	1	2	06-10-2016 00:00:00	1	1	6	3		1	0	2	2		1		2	2	2	2									1	1	13	1		504.517179622957
5010256	590	1	1	1	3	06-10-2016 00:00:00	1	1	7	4		2		2	2		2		2	2	2	2								1		1	13	1		411.556107892748
5010257	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	3		1	2	2	1	2	1		2	2	2	2		1								1	13	1		1676.45955174381
5010258	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	3		1	2	2	1	2	1		2	2	2	2			1		1					1	13	1		1492.77246153128
5010259	590	1	1	1	2	06-10-2016 00:00:00	1	1	7	4		1	0	2	2		1		2	2	2	2									1	1	13	1		585.208405147621
5010260	590	1	1	1	2	06-10-2016 00:00:00	1	1	6	4		1	1	2	2		1		2	2	2	1		1		1				1		1	13	1		461.403819945028
5010261	590	1	1	1	3	06-10-2016 00:00:00	1	1	6	4		2		2	2		2		2	2	2	2								1		1	13	1		549.464969705704
5010262	590	1	1	1	3	06-10-2016 00:00:00	1	8	7	4		2		2	2		2		1	2	2	1								1		1	13	1		419.586567268072
5010263	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	3		1	2	2	1	2	1		2	2	2	2		1								1	13	1		1094.98068505536
5010264	590	1	1	1	2	06-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		1	2	2	2									1	1	13	1		476.853134727918
5010265	590	1	1	1	3	06-10-2016 00:00:00	1	5	7	4		2		2	2		2		1	2	2	2									1	1	13	1		557.550118318421
5010266	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	3		1	2	2	1	2	1		2	2	2	2		1	1					1		1	13	1		1643.32135540823
5010267	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	13	1		1547.74561951703
5010268	590	1	1	1	2	06-10-2016 00:00:00	1	1	4	3		1	0	2	2		1		2	2	2	2									1	1	13	1		567.720812147773
5010269	590	1	1	1	2	06-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2					1					1	13	1		916.400953218805
5010270	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	3		1	2	2	1	2	1		2	2	2	2		1	1	1	1	1		1		1	13	1		1085.15229946497
5010272	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2			1		1					1	13	1		1137.10070363137
5010273	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	3		1	2	2	1	2	1		2	2	2	2			1	1						1	13	1		1279.41083738123
5010274	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	3		1	2	2	1	2	1		2	2	2	2			1	1	1					1	13	1		1675.86310664403
5010275	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	3		1	2	2	1	2	1		2	2	2	2			1					1		1	13	1		1475.37639828232
5010276	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	3		1	2	2	1	2	1		2	2	2	2			1		1					1	13	1		1155.09321198012
5010277	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	3		1	2	2	1	2	1		2	2	2	2								1		1	13	1		1040.33207754061
5010278	590	1	1	1	2	07-10-2016 00:00:00	1	1	6	4		1	0	2	2		1		2	2	2	2									1	1	13	1		453.242366465476
5010279	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		1	2	2	2									1	1	20	1		759.396085207213
5010281	590	1	1	1	2	06-10-2016 00:00:00	1	4	6	4		1	1	2	2		1		1	2	2	1			1		1		1			1	20	1		183.448400619036
5010282	590	1	1	1	3	03-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	2									1	1	20	1		485.797603468482
5010285	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	4		1	1	1	1	3	1		1	2	2	2									1	1	20	1		1803.78356633452
5010286	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2			1							1	20	1		1510.95201808542
5010287	590	1	1	1	2	06-10-2016 00:00:00	1	3	7	4		1	1	2	2		1		1	2	2	2			1	1	1			1		1	20	1		188.67819920978
5010288	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		2152.62700687621
5010289	590	1	1	1	2	06-10-2016 00:00:00	1	1	6	4		1	1	2	2		1		2	2	2	1			1	1	1		1	1		1	20	1		180.566496253069
5010290	590	1	1	1	2	06-10-2016 00:00:00	1	5	7	4		1	1	2	2		1		1	2	2	2			1	1	1		1	1		1	20	1		282.185890383817
5010291	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1510.95201808542
5010292	590	1	1	1	2	06-10-2016 00:00:00	1	1	6	4		1	1	2	2		1		2	2	2	1		1	1		1			1		1	20	1		218.192539806532
5010293	590	1	1	1	2	06-10-2016 00:00:00	1	4	7	4		1	1	2	2		1		2	2	2	1		1	1	1			1	1		1	20	1		215.02848503807
5010294	590	1	1	1	2	06-10-2016 00:00:00	1	8	7	4		1	1	2	2		1		1	2	2	2		1	1	1	1		1	1		1	20	1		253.780406151691
5010295	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	4		1	1	2	1	2	1		2	2	2	2									1	1	20	1		1553.81751169511
5010296	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1510.27147225404
5010297	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1574.34702322478
5010298	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1297.43566339482
5010299	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2		1	1				1	1		1	20	1		1443.40418929814
5010300	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1400.53869568845
5010301	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1936.81656270956
5010302	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		1474.01469921093
5010303	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		1	2	2	2		1								1	20	1		1963.30536843751
5010304	590	1	1	1	1	08-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		1	2	2	2						1				1	20	1		2971.0777863731
5010305	590	1	1	1	1	08-10-2016 00:00:00	3	1	6	4		1	2	1	1	2	1		2	2	2	2								1		1	20	1		3947.17529568276
5010306	590	1	1	1	1	08-10-2016 00:00:00	3	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	20	1		3218.12626781295
5010307	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	20	1		3235.26355667719
5010308	590	1	1	1	1	09-10-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	20	1		913.191922118317
5010309	590	1	1	1	1	10-10-2016 00:00:00	2	1	6	4		1	1	1	1	1	1		2	2	2	2									1	1	20	1		3947.17529568276
5010310	590	1	1	1	1	10-10-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	20	1		3839.22073397182
5010311	590	1	1	1	1	10-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	20	1		3834.40117105151
5010312	590	1	1	1	1	10-10-2016 00:00:00	1	1	5	4		1	2	1	1	2	1		2	2	2	2									1	1	20	1		4487.84383651372
5010313	590	1	1	1	1	06-09-2016 00:00:00	1	5	7	3		1	1	2	1	3	1		2	2	2	1				1						1	44	1		722.037091206709
5010314	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	2		2	2	2	2		1						1		1	44	1		667.47621537475
5010316	590	1	1	1	2	23-09-2016 00:00:00	3	1	6	4		1	1	1	1	2	1		2	2	2	2									1	1	44	1		263.688763117007
5010317	590	1	1	1	2	24-09-2016 00:00:00	1	1	6	3		1	0	2	1	2	1		2	2	2	2			1		1		1	1		1	44	1		439.527905168535
5010318	590	1	1	1	2	29-09-2016 00:00:00	1	1	4	3		1	0	1	1	2	1		1	2	2	2		1	1					1		1	44	1		251.706634364402
5010319	590	1	1	1	2	29-09-2016 00:00:00	1	1	6	3		1	1	2	1	2	1		2	2	2	2									1	1	44	1		266.754625771399
5010320	590	1	1	1	2	04-10-2016 00:00:00	1	1	6	3		1	0	1	1	2	1		2	2	2	1		1	1	1			1	1		1	44	1		269.908215477995
5010321	590	1	1	1	2	04-10-2016 00:00:00	1	2	6	4		1	1	2	1	2	1		2	2	2	2								1		1	44	1		304.777763079218
5010322	590	1	1	1	2	04-10-2016 00:00:00	4	3	6	4		1	9	1	1	2	1		2	2	2	2		1	1				1			1	44	1		264.166620743819
5010323	590	1	1	1	2	04-10-2016 00:00:00	1	1	6	3		1	1	1	1	2	1		2	2	2	2		1	1				1	1		1	44	1		148.455668262694
5010324	590	1	1	1	2	04-10-2016 00:00:00	1	3	6	4		1	1	1	1	2	1		1	2	1	2		1					1			1	44	1		270.907259726469
5010325	590	1	1	1	2	04-10-2016 00:00:00	1	1	4	3		1	0	2	1	2	2		2	2	2	2		1	1		1			1		1	44	1		282.928187404573
5010326	590	1	1	1	2	04-10-2016 00:00:00	1	1	6	3		1	0	2	1	2	1		2	2	2	2			1					1		1	44	1		225.626773171445
5010327	590	1	1	1	2	05-10-2016 00:00:00	1	1	7	3		1	0	2	1	2	1		2	2	2	2		1	1					1		1	44	1		200.623607790205
5010328	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	3		1	0	2	1	2	2		1	2	2	2		1	1		1		1	1		1	44	1		312.060190557184
5010329	590	1	1	1	2	05-10-2016 00:00:00	4	2	7	4		1	9	2	1	2	2		1	2	2	2		1	1							1	44	1		389.510621949819
5010330	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	3		1	0	2	1	2	2		2	2	2	2			1					1		1	44	1		380.216242435291
5010331	590	1	1	1	2	05-10-2016 00:00:00	1	1	6	3		1	1	1	1	2	1		1	1	1	1		1	1	1	1	1	1	1		1	44	1		242.8023646366
5010332	590	1	1	1	2	05-10-2016 00:00:00	4	2	6	4		1	1	2	1	2	1		2	2	2	2			1				1			1	44	1		204.740374691037
5010333	590	1	1	1	2	06-10-2016 00:00:00	4	4	7	4		1	0	2	2		2		2	2	2	2			1		1			1		1	44	1		429.204604134307
5010334	590	1	1	1	1	08-10-2016 00:00:00	1	1	4	3		1	1	1	1	1	1		2	2	1	2				1			1	1		1	44	1		750.825912719381
5010335	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2		1	1	1	1			1		1	44	1		537.056809594124
5010336	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2		1		1	1		1	1		1	44	1		724.584365515985
5010337	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2		1	1	1	1		1	1		1	44	1		625.439159086708
5010338	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	3		1	6	1	1	6	1		2	2	2	2				1						1	88	8		26.1808530556736
5010339	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	3		1	3	2	1	3	2		2	2	2	2				1		1	1	1		1	88	8		43.9664249212568
5010341	590	1	1	1	1	05-10-2016 00:00:00	2	1	4	1		1	4	1	1	7	1		2	2	2	2		1								1	88	8		35.098384283713
5010342	590	1	1	1	1	05-10-2016 00:00:00	1	1	6	3		1	2	2	1	3	1		2	2	2	2									1	1	88	8		31.3513865089331
5010343	590	1	1	1	1	05-10-2016 00:00:00	2	1	4	3		1	4	1	1	6	2		2	2	2	2		1	1	1			1	1		1	88	8		28.7016993826592
5010344	590	1	1	1	1	05-10-2016 00:00:00	3	1	6	1		1	2	2	1	3	2		2	2	2	2		1								1	88	8		25.3011315131794
5010345	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	1		1	1	1	1	3	1		2	2	2	2									1	1	88	8		32.7788382297128
5010346	590	1	1	1	1	05-10-2016 00:00:00	2	1	6	1		1	2	2	1	7	1		2	2	2	2								1		1	88	8		35.098384283713
