DIRECTORIO	NRO_ENCUESTA	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P3	P5660	P1070	P4005	P4015	P4567	P8520	P8520S1	P8520S1A1	P8520S3	P8520S4	P8520S4A1	P8520S5	P4065	P4065S1	P4065S2	P4065S3	P4065S4	P5661	P5661S1	P5661S2	P5661S3	P5661S4	P5661S5	P5661S6	P5661S7	P5661S8	CANT_HOG_COMPLETOS	P1_DEPARTAMENTO	REGION	REGION_BUENAVENTURA	FEX_C
5025137	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	7		1	1	1	1	3	1		2	2	2	2				1				1		1	76	7	10	105.03590916914
5025138	590	1	1	1	1	20-10-2016 00:00:00	1	1	6	4		1	1	2	1	2	1		2	2	2	2			1							1	76	7	10	101.41461403743
5025139	590	1	1	1	1	31-10-2016 00:00:00	2	5	5	4		1	1	2	1	3	1		1	2	1	1		1					1	1		1	76	7	10	97.2498711464866
5025140	590	1	1	1	1	31-10-2016 00:00:00	1	5	5	3		1	1	1	1	3	1		2	2	2	2								1		1	76	7	10	99.2555975022226
5025141	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2		1	1	1			1	1		1	76	7	10	77.4543769955523
5025142	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2			1				1	1		1	76	7	10	88.7678974529188
5025143	590	1	1	1	1	31-10-2016 00:00:00	2	5	5	4		1	1	2	1	3	1		1	2	1	1		1		1	1	1	1	1		1	76	7	10	113.8117914954
5025144	590	1	1	1	1	31-10-2016 00:00:00	1	5	6	4		1	1	1	1	3	1		2	2	2	2									1	1	76	7	10	87.8833654582928
5025145	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	1		1	1	1	1	3	1		2	2	2	2									1	1	76	7	10	49.7309364696956
5025146	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	76	7	10	100.143094396843
5025147	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	4		1	1	2	1	2	1		2	2	2	2							1	1		1	76	7	10	96.3097974990984
5025148	590	1	1	1	1	30-09-2016 00:00:00	1	5	6	4		1	1	2	1	2	1		1	1	1	1		1	1	1			1	1		1	76	7	10	87.6373669076534
5025149	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	4		1	1	1	1	1	1		1	2	2	2			1					1		1	76	7	10	109.163114699577
5025150	590	1	1	1	1	31-10-2016 00:00:00	1	5	6	4		1	1	2	2		1		2	2	1	2			1				1			1	76	7	10	74.4526037139762
5025151	590	1	1	1	1	31-10-2016 00:00:00	1	5	6	4		1	1	2	1	2	1		1	2	1	1		1	1				1	1		1	76	7	10	114.461432313522
5025152	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	4		1	1	1	1	1	1		2	2	1	1								1		1	76	7	10	86.0390403396107
5025153	590	1	1	1	1	31-10-2016 00:00:00	1	5	6	4		1	1	2	2		1		2	2	1	2				1				1		1	76	7	10	96.2071078486078
5025154	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2		1	1	1			1	1		1	76	7	10	80.9342238012792
5025155	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	76	7	10	67.2655267027222
5025156	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2								1		1	76	7	10	76.9610421340418
5025157	590	1	1	1	1	31-10-2016 00:00:00	1	5	6	4		1	1	1	1	3	1		1	2	2	2			1					1		1	76	7	10	89.5902420575551
5025158	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	4		1	1	2	1	3	1		2	2	2	2								1		1	76	7	10	73.3715409712666
5025159	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		1	2	2	2			1		1					1	76	7	10	85.2722089871405
5025160	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2								1		1	76	7	10	87.5171605961649
5025161	590	1	1	1	1	02-11-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2		1						1		1	76	7	10	93.8727139912504
5025162	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	1	1	1	3	1		2	2	2	2		1		1				1		1	76	7	10	85.5869004036657
5025163	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2				1						1	76	7	10	105.350600585665
5025164	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	4		1	1	2	1	3	1		1	2	2	2		1			1					1	76	7	10	85.4254991666117
5025165	590	1	1	1	1	30-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		1	1	1	1		1	1	1	1	1	1	1		1	76	7	10	70.2113267058464
5025166	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	76	7	10	87.0610208536565
5025167	590	1	1	1	1	03-11-2016 00:00:00	1	5	7	4		1	1	2	1	3	2		2	2	2	1				1	1			1		1	76	7	10	93.1878179060338
5025168	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	5		1	3	1	1	3	1		2	2	2	2		1								1	76	7	10	88.7678974529188
5025169	590	1	1	1	1	03-11-2016 00:00:00	1	1	6	3		1	1	1	1	3	2		1	2	1	1								1		1	76	7	10	68.287507216768
5025170	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2			1							1	76	7	10	80.2423163375243
5025171	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2		1								1	76	7	10	96.1018239402233
5025172	590	1	1	1	1	03-11-2016 00:00:00	1	1	6	4		1	1	1	1	3	2		2	2	2	2			1					1		1	76	7	10	88.9053459723385
5025173	590	1	1	1	1	03-11-2016 00:00:00	1	1	7	3		1	1	1	1	3	2		2	2	2	2				1			1	1		1	76	7	10	83.4551073557121
5025174	590	1	1	1	1	03-11-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2				1			1	1		1	76	7	10	87.0610208536565
5025175	590	1	1	1	1	30-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	1	1		1	1	1	1	1	1	1		1	76	7	10	79.6834869445252
5025176	590	1	1	1	1	04-11-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2								1		1	76	7	10	101.291141603106
5025177	590	1	1	1	1	04-11-2016 00:00:00	1	1	4	6		1	3	1	1	3	1		2	2	2	2		1	1					1		1	76	7	10	91.1022913102763
5025178	590	1	1	1	1	04-11-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2					1			1		1	76	7	10	91.3990060395178
5025179	590	1	1	1	1	04-11-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2		1								1	76	7	10	80.3414654121132
5025180	590	1	1	1	1	28-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1	1	1	1	1	1		1	76	7	10	87.8833654582928
5025181	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	3		1	1	1	1	2	1		2	2	2	2		1								1	19	4		271.311050078959
5025183	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	3		1	2	1	1	1	1		2	2	2	2									1	1	19	4		182.695279495307
5025184	590	1	1	1	3	22-10-2016 00:00:00	4	4	7	3		1	1	2	2		2		2	2	2	2									1	1	19	4		268.454259172188
5025185	590	1	1	1	3	22-10-2016 00:00:00	1	1	4	3		1	1	2	2		2		2	2	2	2								1		1	19	4		106.822992318699
5025186	590	1	1	1	3	22-10-2016 00:00:00	1	2	4	3		1	1	2	2		1		2	2	2	2									1	1	19	4		334.971669490249
5025189	590	1	1	1	3	20-10-2016 00:00:00	4	3	6	4		1	1	2	2		2		1	2	2	2							1	1		1	73	3		285.177291911096
5025190	590	1	1	1	3	12-10-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	1	2	2									1	1	66	3		109.052767059322
5025191	590	1	1	1	3	18-10-2016 00:00:00	1	4	7	4		1	2	2	2		1		2	2	2	2									1	1	66	3		167.131448396249
5025192	590	1	1	1	1	23-09-2016 00:00:00	3	1	4	1		1	4	1	1	2	1		2	2	2	2									1	5	05	6		4185.15619399969
5025193	590	1	1	1	1	13-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		2782.6289314057
5025194	590	1	1	1	1	13-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		3606.17679919409
5025195	590	1	1	1	1	18-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2								1		1	05	6		4003.7792284046
5025196	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		2177.76959125999
5025197	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2								1		1	05	6		2085.13757088753
5025198	590	1	1	1	1	19-10-2016 00:00:00	1	1	2	2		1	2	1	1	2	1		2	2	2	2									1	1	05	6		3487.66483348152
5025199	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	05	6		2946.69010269683
5025200	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1								1	05	6		4175.23171931587
5025201	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		3834.13042723074
5025202	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		2746.81666399726
5025203	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2						1	1			1	05	6		2285.0110095871
5025204	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	2		1	3	2	1	2	1		1	2	2	1			1	1						1	05	6		371.235624245747
5025205	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		431.80111550875
5025206	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2			1							1	05	6		371.235624245747
5025207	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	2		2	2	2	2			1							1	05	6		199.968998487836
5025208	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2									1	1	05	6		293.462765486036
5025209	590	1	1	1	2	21-10-2016 00:00:00	1	1	3	2		1	2	1	1	2	1		2	2	2	2		1			1					1	05	6		355.689748370818
5025210	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2			1							1	05	6		447.446867342098
5025211	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2			1					1		1	05	6		350.420069519532
5025212	590	1	1	1	2	21-10-2016 00:00:00	1	1	4	1		1	3	2	1	2	2		2	2	2	2			1							1	05	6		322.275434276313
5025214	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		2177.76959125999
5025215	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2							1			1	05	6		2982.8209859439
5025216	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2					1		1			1	05	6		3293.55225070562
5025217	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	1	2							1			1	05	6		2177.76959125999
5025218	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		3064.28420963915
5025219	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2					1					1	05	6		3246.57903400448
5025220	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2		1			1					1	05	6		3200.92023033316
5025221	590	1	1	1	1	26-10-2016 00:00:00	2	1	4	1		1	5	1	1	2	1		2	2	2	2									1	1	05	6		1519.66106153464
5025222	590	1	1	1	1	26-10-2016 00:00:00	2	1	4	1		1	5	1	1	2	1		2	2	2	2		1	1							1	05	6		2285.0110095871
5025223	590	1	1	1	1	26-10-2016 00:00:00	2	1	4	1		1	5	1	1	2	1		2	2	1	2		1			1	1				1	05	6		1844.44832567007
5025224	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1								1	05	6		3004.01600801318
5025225	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2							1			1	05	6		2285.0110095871
5025226	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1								1	05	6		2431.99971889633
5025227	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2							1			1	05	6		2455.46507599901
5025228	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1								1	05	6		3606.17679919409
5025229	590	1	1	1	1	27-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		2	2	2	2		1								1	05	6		3487.26827922195
5025230	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		2862.9140414724
5025231	590	1	1	1	1	27-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		4027.84645574707
5025232	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	1		1	1	1	1	2	1		2	2	2	2		1								1	05	6		413.932677289173
5025233	590	1	1	1	2	28-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		2	2	2	2		1	1	1	1		1	1		1	05	6		453.690930306741
5025234	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2				1	1		1			1	05	6		308.898345300613
5025235	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		461.231375636827
5025236	590	1	1	1	2	28-10-2016 00:00:00	1	5	6	4		1	1	1	1	2	1		2	2	2	2		1								1	05	6		271.214627739527
5025237	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2177.76959125999
5025238	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2742.13174072643
5025239	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2285.0110095871
5025240	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		1830.9074432512
5025241	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2465.31161226189
5025242	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2946.69010269683
5025243	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		3344.29253190734
5025244	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2706.00085747936
5025245	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2285.0110095871
5025246	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		3293.55225070562
5025247	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2177.76959125999
5025248	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		3487.26827922195
5025249	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2177.76959125999
5025250	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2285.0110095871
5025251	590	1	1	1	2	31-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		2	2	2	2			1				1			1	05	6		371.125328185395
5025252	590	1	1	1	2	31-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		2	2	2	1							1			1	05	6		413.822381228821
5025253	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2			1				1			1	05	6		513.808980143391
5025254	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2			1		1	1	1	1		1	05	6		476.259536132375
5025255	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		3606.17679919409
5025256	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	6	1	1	3	1		2	2	2	2									1	1	05	6		2285.0110095871
5025257	590	1	1	1	1	30-10-2016 00:00:00	1	1	4	2		1	3	1	1	2	1		2	2	2	2									1	1	05	6		2177.76959125999
5025258	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2								1		1	05	6		3052.86300548815
5025259	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		3344.29253190734
5025260	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1								1	05	6		413.932677289173
5025261	590	1	1	1	2	31-10-2016 00:00:00	2	1	6	3		1	1	1	1	2	1		2	2	2	2									1	1	05	6		225.976523851901
5025262	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2		1						1		1	05	6		3032.84609704741
5025263	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2			1	1			1	1		1	05	6		2359.13870947056
5025264	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2			1	1						1	05	6		3293.55225070562
5025265	590	1	1	1	2	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1			1	1				1	05	6		476.049364113602
5025266	590	1	1	1	2	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2		1			1					1	05	6		369.574132623968
5025267	590	1	1	1	2	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		538.586394975576
5025268	590	1	1	1	2	19-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		288.093210676331
5025270	590	1	1	1	1	26-10-2016 00:00:00	2	1	4	1		1	4	1	1	2	1		2	2	2	2									1	1	05	6		1938.1488615783
5025271	590	1	1	1	3	28-10-2016 00:00:00	1	1	5	1		1	3	2	1	2	1		2	2	2	2								1		1	05	6		369.68442868432
5025272	590	1	1	1	3	28-10-2016 00:00:00	1	1	4	1		1	3	2	1	2	1		2	2	2	2									1	1	05	6		364.314873874614
5025273	590	1	1	1	3	28-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		335.502205084337
5025274	590	1	1	1	3	28-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		1	2	2	2									1	1	05	6		335.502205084337
5025275	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2		1								1	05	6		397.729187969119
5025276	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	2		1	2	2	1	2	1		2	2	2	2									1	1	05	6		384.392121100743
5025277	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	2		2	2	2	2									1	1	05	6		475.93906805325
5025278	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2								1		1	05	6		480.950299914438
5025279	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		413.822381228821
5025280	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		355.689748370818
5025281	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		476.259536132375
5025282	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	05	6		384.392121100743
5025283	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		309.118937421317
5025284	590	1	1	1	2	31-10-2016 00:00:00	1	1	4	1		1	2	2	1	2	1		2	2	2	2									1	1	05	6		259.390837946406
5025285	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2				1						1	05	6		1519.66106153464
5025286	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		3404.11096388205
5025287	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		2742.13174072643
5025288	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		2946.69010269683
5025289	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		3606.17679919409
5025290	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		2285.0110095871
5025291	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	4	1	1	2	1		2	2	2	2									1	1	05	6		2932.08070474218
5025292	590	1	1	1	1	30-10-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		2764.39527833149
5025304	590	1	1	1	1	17-09-2016 00:00:00	2	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	05	6		380.164843306178
5025305	590	1	1	1	1	18-10-2016 00:00:00	2	1	4	1		1	3	1	1	5	1		2	2	2	2									1	1	05	6		254.872713848325
5025306	590	1	1	1	1	18-10-2016 00:00:00	1	1	3	1		1	3	1	1	2	1		2	2	2	2									1	1	05	6		282.639425383596
5025307	590	1	1	1	1	18-10-2016 00:00:00	2	1	5	3		1	3	1	1	5	1		2	2	2	2									1	1	05	6		580.655641582116
5025308	590	1	1	1	1	18-10-2016 00:00:00	1	1	3	7		1	3	1	1	4	1		2	2	2	2									1	1	05	6		600.454778736372
5025309	590	1	1	1	1	18-10-2016 00:00:00	1	1	3	7		1	3	1	1	2	1		2	2	2	2									1	1	05	6		344.758065168543
5025310	590	1	1	1	1	19-10-2016 00:00:00	2	1	4	1		1	2	1	1	5	1		2	2	2	2									1	1	05	6		474.441444506883
5025311	590	1	1	1	1	19-10-2016 00:00:00	1	1	6	7		1	2	1	1	4	1		2	2	2	2									1	1	05	6		670.665856679624
5025312	590	1	1	1	1	19-10-2016 00:00:00	1	1	6	2		1	2	1	1	5	1		2	2	2	2									1	1	05	6		422.802197482534
5025313	590	1	1	1	1	19-10-2016 00:00:00	2	1	4	3		1	2	1	1	5	1		2	2	2	2									1	1	05	6		380.471024182293
5025314	590	1	1	1	1	19-10-2016 00:00:00	2	1	4	1		1	2	1	1	5	1		2	2	2	2							1			1	05	6		408.237735717564
5025315	590	1	1	1	1	19-10-2016 00:00:00	1	1	6	7		1	2	1	1	2	1		2	2	2	2									1	1	05	6		404.945717975659
5025316	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	3		1	3	1	1	5	1		2	2	1	2									1	1	05	6		456.999988895529
5025317	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	1		1	2	1	1	5	1		2	2	2	2									1	1	05	6		448.314253184366
5025318	590	1	1	1	1	19-10-2016 00:00:00	1	1	4	3		1	2	1	1	5	1		2	2	2	2									1	1	05	6		490.645426484608
5025319	590	1	1	1	1	19-10-2016 00:00:00	1	1	3	1		1	2	1	1	4	1		2	2	2	2									1	1	05	6		580.655641582116
5025320	590	1	1	1	1	19-10-2016 00:00:00	2	1	4	1		1	2	1	1	5	1		2	2	2	2									1	1	05	6		548.400507816502
5025321	590	1	1	1	1	19-10-2016 00:00:00	2	1	4	2		1	2	1	1	5	1		2	2	2	2		1								1	05	6		448.314253184366
5025322	590	1	1	1	1	19-10-2016 00:00:00	2	1	6	1		1	2	1	1	5	1		2	2	2	2									1	1	05	6		556.849135273926
5025323	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	2		1	3	1	1	2	1		2	2	2	2		1	1							1	05	6		233.652494123896
5025324	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	2		1	3	1	1	3	1		2	2	2	2		1								1	05	6		362.614544675418
5025325	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	3	1	1	5	1		2	2	2	2									1	1	05	6		488.212855009386
5025326	590	1	1	1	1	28-10-2016 00:00:00	1	1	4	7		1	3	1	1	5	1		2	2	2	2									1	1	05	6		380.471024182293
5025327	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	3	1	1	5	1		2	2	2	2									1	1	05	6		253.03466725813
5025328	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	3	1	1	5	1		2	2	2	2									1	1	05	6		556.849135273926
5025329	590	1	1	1	1	28-10-2016 00:00:00	1	1	3	1		1	2	1	1	5	1		1	1	2	2									1	1	05	6		488.212855009386
5025330	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	2	1	1	5	1		2	2	2	2									1	1	05	6		322.715942850399
5025331	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	2		1	3	1	1	5	1		2	2	2	2									1	1	05	6		490.645426484608
5025332	590	1	1	1	1	28-10-2016 00:00:00	2	1	5	3		1	3	1	1	5	1		2	2	2	2									1	1	05	6		372.649640481105
5025333	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	3	1	1	5	1		2	2	2	2		1								1	05	6		408.237735717564
5025334	590	1	1	1	1	29-10-2016 00:00:00	2	1	4	1		1	3	1	1	5	1		2	2	2	2								1		1	05	6		618.133342601464
5025359	590	1	1	1	1	11-10-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	05	6		472.788946977733
5025360	590	1	1	1	1	11-10-2016 00:00:00	1	1	4	4		1	2	1	1	5	1		2	2	2	2									1	1	05	6		289.435555311871
5025361	590	1	1	1	3	12-10-2016 00:00:00	1	2	5	7		1	2	2	2		2		2	2	2	2									1	1	05	6		248.869776874492
5025362	590	1	1	1	3	12-10-2016 00:00:00	1	1	6	7		1	1	2	2		2		2	2	2	2									1	1	05	6		291.756107888124
5025363	590	1	1	1	3	12-10-2016 00:00:00	1	1	7	7		1	2	2	2		2		2	2	2	2									1	1	05	6		312.237814557142
5025364	590	1	1	1	3	12-10-2016 00:00:00	1	1	6	7		1	1	2	2		2		2	2	2	2									1	1	05	6		343.154703271418
5025365	590	1	1	1	1	20-09-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2							1			1	05	6		345.333835086264
5025366	590	1	1	1	3	07-10-2016 00:00:00	1	5	6	4		1	9	2	2		2		1	2	2	1									1	1	05	6		262.369592827658
5025367	590	1	1	1	3	07-10-2016 00:00:00	1	1	6	3		1	2	2	2		2		2	2	2	2									1	1	05	6		430.467497319096
